episode,total_reward,average_loss,policy_loss,value_loss,entropy_loss,duration_sec,steps
46,1178.9336,1.6956,-0.0501,1.7639,-0.0182,601.28,38
47,985.0540,1.6956,-0.0501,1.7639,-0.0182,732.36,52
48,696.8166,1.8341,-0.0841,1.9364,-0.0182,639.17,44
49,750.9790,1.8341,-0.0841,1.9364,-0.0182,653.94,45
50,1029.9525,1.8341,-0.0841,1.9364,-0.0182,739.92,55
51,913.8301,1.8341,-0.0841,1.9364,-0.0182,736.86,55
52,826.9594,1.3150,-0.0337,1.3669,-0.0182,662.43,47
53,751.2648,1.3150,-0.0337,1.3669,-0.0182,657.68,46
54,770.0129,1.3150,-0.0337,1.3669,-0.0182,667.20,46
55,835.4297,1.3150,-0.0337,1.3669,-0.0182,697.50,50
56,754.9109,1.3150,-0.0337,1.3669,-0.0182,622.72,45
57,941.6750,1.3867,0.0021,1.4028,-0.0182,727.07,57
58,1133.2794,1.3867,0.0021,1.4028,-0.0182,796.82,65
59,673.1398,1.3867,0.0021,1.4028,-0.0182,579.07,39
60,1365.5815,1.9082,-0.0551,1.9815,-0.0182,674.94,50
61,575.4505,1.9082,-0.0551,1.9815,-0.0182,515.98,33
62,825.5392,1.9082,-0.0551,1.9815,-0.0182,569.37,37
63,508.4179,1.9082,-0.0551,1.9815,-0.0182,465.47,28
64,525.2122,1.9082,-0.0551,1.9815,-0.0182,494.07,30
65,927.0229,1.9082,-0.0551,1.9815,-0.0182,552.35,35
66,576.8938,1.9082,-0.0551,1.9815,-0.0182,522.46,33
67,697.2047,1.4802,-0.0483,1.5466,-0.0182,583.98,40
68,1651.3782,1.4802,-0.0483,1.5466,-0.0182,585.67,41
69,1005.8888,1.4802,-0.0483,1.5466,-0.0182,601.35,42
70,757.0325,1.4802,-0.0483,1.5466,-0.0182,586.78,37
71,805.0485,2.1967,-0.0370,2.2519,-0.0182,610.81,43
72,572.8400,2.1967,-0.0370,2.2519,-0.0182,543.29,34
73,631.1140,2.1967,-0.0370,2.2519,-0.0182,585.55,39
74,571.1214,2.1967,-0.0370,2.2519,-0.0182,562.31,36
75,641.8271,2.1967,-0.0370,2.2519,-0.0182,580.91,37
76,585.2931,2.1967,-0.0370,2.2519,-0.0182,553.86,35
77,572.6273,1.2689,-0.0917,1.3787,-0.0182,575.44,34
78,865.6229,1.2689,-0.0917,1.3787,-0.0182,665.51,47
79,755.1536,1.2689,-0.0917,1.3787,-0.0182,624.89,43
80,646.4286,1.2689,-0.0917,1.3787,-0.0182,594.08,39
81,701.1342,1.2689,-0.0917,1.3787,-0.0182,626.37,43
82,684.3114,2.0930,-0.0490,2.1601,-0.0182,602.93,40
83,578.9899,2.0930,-0.0490,2.1601,-0.0182,549.23,35
84,869.9628,2.0930,-0.0490,2.1601,-0.0182,643.91,44
85,749.6834,2.0930,-0.0490,2.1601,-0.0182,650.75,43
86,695.9748,2.0930,-0.0490,2.1601,-0.0182,618.39,42
87,688.0091,1.6343,-0.0195,1.6720,-0.0182,619.23,42
88,631.2792,1.6343,-0.0195,1.6720,-0.0182,582.89,37
89,636.0124,1.6343,-0.0195,1.6720,-0.0182,536.21,35
90,648.9316,1.6343,-0.0195,1.6720,-0.0182,599.44,40
91,643.2364,1.6343,-0.0195,1.6720,-0.0182,606.58,41
92,1016.3878,1.7846,-0.0474,1.8502,-0.0182,804.63,61
93,1110.3375,1.7846,-0.0474,1.8502,-0.0182,876.41,69
94,1077.0760,1.7846,-0.0474,1.8502,-0.0182,828.00,67
95,698.0919,2.5793,-0.0315,2.6290,-0.0182,603.77,42
96,994.8870,2.5793,-0.0315,2.6290,-0.0182,698.26,54
97,894.8258,2.5793,-0.0315,2.6290,-0.0182,745.52,57
98,736.5058,2.5793,-0.0315,2.6290,-0.0182,638.80,44
99,1048.1295,2.4062,-0.0312,2.4555,-0.0182,798.20,62
100,986.6412,2.4062,-0.0312,2.4555,-0.0182,779.59,62
101,939.9857,2.4062,-0.0312,2.4555,-0.0182,728.09,56
102,559.5939,2.4062,-0.0312,2.4555,-0.0182,510.46,33
103,767.1131,2.5354,-0.0436,2.5972,-0.0182,669.13,47
104,745.0809,2.5354,-0.0436,2.5972,-0.0182,667.95,46
105,760.3604,2.5354,-0.0436,2.5972,-0.0182,682.65,47
106,850.2351,2.5354,-0.0436,2.5972,-0.0182,676.95,50
107,856.0496,2.5231,0.0232,2.5180,-0.0182,656.64,48
108,809.3961,2.5231,0.0232,2.5180,-0.0182,688.85,50
109,1301.7124,2.5231,0.0232,2.5180,-0.0182,874.58,69
110,1512.4996,2.3156,-0.0267,2.3604,-0.0182,854.38,66
111,887.5114,2.3156,-0.0267,2.3604,-0.0182,744.70,54
112,923.5543,2.3156,-0.0267,2.3604,-0.0182,707.16,52
113,642.4858,2.3156,-0.0267,2.3604,-0.0182,568.86,36
114,694.1052,1.7303,-0.0413,1.7898,-0.0182,591.80,41
115,1139.3203,1.7303,-0.0413,1.7898,-0.0182,866.08,69
116,1120.1016,1.7303,-0.0413,1.7898,-0.0182,732.07,57
117,803.3749,1.7303,-0.0413,1.7898,-0.0182,655.17,47
118,738.2339,2.1467,-0.0425,2.2073,-0.0182,669.64,46
119,666.6833,2.1467,-0.0425,2.2073,-0.0182,614.20,39
120,681.7743,2.1467,-0.0425,2.2073,-0.0182,619.80,40
121,770.6668,2.1467,-0.0425,2.2073,-0.0182,637.51,47
122,807.2862,2.1467,-0.0425,2.2073,-0.0182,663.60,50
123,1201.7031,1.7497,-0.0739,1.8418,-0.0182,882.25,71
124,1019.0591,1.7497,-0.0739,1.8418,-0.0182,764.67,59
125,585.7326,1.7497,-0.0739,1.8418,-0.0182,556.31,34
126,1147.3905,2.5786,0.0228,2.5740,-0.0182,869.86,69
127,727.6512,2.5786,0.0228,2.5740,-0.0182,664.53,44
128,565.2747,2.5786,0.0228,2.5740,-0.0182,480.86,32
129,593.0052,2.5786,0.0228,2.5740,-0.0182,487.53,33
130,816.9199,2.5786,0.0228,2.5740,-0.0182,645.42,49
131,470.7104,1.4024,-0.0696,1.4901,-0.0182,439.91,27
132,1257.2860,1.4024,-0.0696,1.4901,-0.0182,825.12,67
133,781.0839,1.4024,-0.0696,1.4901,-0.0182,645.42,48
134,1331.2932,1.4024,-0.0696,1.4901,-0.0182,800.95,65
135,1248.1226,1.8503,-0.0605,1.9290,-0.0182,802.64,70
136,544.7007,1.8503,-0.0605,1.9290,-0.0182,492.24,33
137,692.1632,1.8503,-0.0605,1.9290,-0.0182,550.07,38
138,1439.0744,1.8503,-0.0605,1.9290,-0.0182,743.07,65
139,1189.6813,1.7464,-0.0046,1.7692,-0.0182,661.15,58
140,1412.9922,1.7464,-0.0046,1.7692,-0.0182,677.66,53
141,1068.7616,1.7464,-0.0046,1.7692,-0.0182,662.82,54
142,1200.8813,2.2441,-0.0272,2.2895,-0.0182,689.23,60
143,1001.6057,2.2441,-0.0272,2.2895,-0.0182,731.53,61
144,517.4852,2.2441,-0.0272,2.2895,-0.0182,485.43,30
145,680.4948,2.2441,-0.0272,2.2895,-0.0182,569.67,39
146,917.4772,1.6981,-0.0398,1.7560,-0.0182,752.75,56
147,924.3822,1.6981,-0.0398,1.7560,-0.0182,659.42,57
148,1092.6388,1.6981,-0.0398,1.7560,-0.0182,705.33,60
149,940.2851,1.6981,-0.0398,1.7560,-0.0182,676.46,56
150,1120.3250,1.8171,-0.0473,1.8825,-0.0182,686.07,58
151,723.6466,1.8171,-0.0473,1.8825,-0.0182,548.74,41
152,806.5292,1.8171,-0.0473,1.8825,-0.0182,616.01,49
153,703.8087,1.8171,-0.0473,1.8825,-0.0182,592.28,43
154,644.8158,1.1579,-0.0835,1.2596,-0.0182,549.43,39
155,637.1655,1.1579,-0.0835,1.2596,-0.0182,531.31,37
156,904.1976,1.1579,-0.0835,1.2596,-0.0182,680.55,53
157,829.2204,1.1579,-0.0835,1.2596,-0.0182,699.83,52
158,756.1119,1.0329,-0.0380,1.0891,-0.0182,609.94,45
159,849.5323,1.0329,-0.0380,1.0891,-0.0182,554.48,44
160,783.4783,1.0329,-0.0380,1.0891,-0.0182,573.04,45
161,864.3510,1.0329,-0.0380,1.0891,-0.0182,590.07,47
162,724.7822,1.0329,-0.0380,1.0891,-0.0182,593.41,42
163,652.6791,1.5096,-0.0322,1.5599,-0.0182,534.33,39
164,779.8238,1.5096,-0.0322,1.5599,-0.0182,620.53,46
165,857.7488,1.5096,-0.0322,1.5599,-0.0182,649.95,49
166,688.3074,1.5096,-0.0322,1.5599,-0.0182,591.23,43
167,711.7606,1.0175,-0.0758,1.1114,-0.0182,622.43,45
168,696.2019,1.0175,-0.0758,1.1114,-0.0182,631.43,43
169,1276.0336,1.0175,-0.0758,1.1114,-0.0182,571.25,41
170,1090.1226,1.0175,-0.0758,1.1114,-0.0182,647.89,55
171,720.0996,1.0175,-0.0758,1.1114,-0.0182,588.34,45
172,881.1809,2.0926,-0.0639,2.1747,-0.0182,663.91,51
173,701.0137,2.0926,-0.0639,2.1747,-0.0182,564.63,40
174,691.3538,2.0926,-0.0639,2.1747,-0.0182,565.58,40
175,757.7395,2.0926,-0.0639,2.1747,-0.0182,647.37,46
176,698.8413,1.3724,-0.0582,1.4488,-0.0182,530.36,39
177,731.3731,1.3724,-0.0582,1.4488,-0.0182,558.37,42
178,672.0528,1.3724,-0.0582,1.4488,-0.0182,490.47,35
179,524.5260,1.3724,-0.0582,1.4488,-0.0182,554.37,33
180,715.1258,1.3724,-0.0582,1.4488,-0.0182,612.81,44
181,730.0976,1.3724,-0.0582,1.4488,-0.0182,601.94,45
182,857.7857,0.8863,-0.0639,0.9683,-0.0182,591.26,47
183,762.2630,0.8863,-0.0639,0.9683,-0.0182,606.42,42
184,699.8003,0.8863,-0.0639,0.9683,-0.0182,621.35,39
185,736.7644,0.8863,-0.0639,0.9683,-0.0182,639.79,43
186,626.6791,0.9812,-0.0677,1.0671,-0.0182,514.02,37
187,881.9195,0.9812,-0.0677,1.0671,-0.0182,578.64,43
188,643.4047,0.9812,-0.0677,1.0671,-0.0182,512.56,37
189,642.9366,0.9812,-0.0677,1.0671,-0.0182,622.42,39
190,747.6139,0.9812,-0.0677,1.0671,-0.0182,703.14,45
191,782.1945,1.3633,-0.0373,1.4187,-0.0182,681.11,47
192,721.2813,1.3633,-0.0373,1.4187,-0.0182,672.05,43
193,757.8924,1.3633,-0.0373,1.4187,-0.0182,647.54,47
194,835.3105,1.3633,-0.0373,1.4187,-0.0182,563.60,43
195,832.2282,1.3633,-0.0373,1.4187,-0.0182,671.53,48
196,683.3825,0.8999,-0.0873,1.0053,-0.0182,587.21,41
197,739.0958,0.8999,-0.0873,1.0053,-0.0182,556.66,42
198,828.0298,0.8999,-0.0873,1.0053,-0.0182,611.22,47
199,697.3971,0.8999,-0.0873,1.0053,-0.0182,509.06,36
200,609.8443,0.7209,-0.0533,0.7924,-0.0182,527.92,36
201,835.2123,0.7209,-0.0533,0.7924,-0.0182,613.59,48
202,801.0043,0.7209,-0.0533,0.7924,-0.0182,595.06,46
203,710.5656,0.7209,-0.0533,0.7924,-0.0182,550.57,39
204,812.7166,0.7209,-0.0533,0.7924,-0.0182,635.28,48
205,725.5034,1.4863,-0.0468,1.5512,-0.0182,559.30,41
206,1173.9279,1.4863,-0.0468,1.5512,-0.0182,573.28,44
207,794.5966,1.4863,-0.0468,1.5512,-0.0182,598.77,46
208,815.8394,1.4863,-0.0468,1.5512,-0.0182,553.10,40
209,787.9055,1.4863,-0.0468,1.5512,-0.0182,573.62,42
210,787.7755,1.6178,-0.0488,1.6847,-0.0182,585.86,46
211,713.4076,1.6178,-0.0488,1.6847,-0.0182,546.66,39
212,775.9040,1.6178,-0.0488,1.6847,-0.0182,604.88,45
213,690.3780,1.6178,-0.0488,1.6847,-0.0182,542.56,39
214,512.3505,1.6178,-0.0488,1.6847,-0.0182,521.93,30
215,702.2525,1.3884,-0.0141,1.4207,-0.0182,636.51,41
216,781.0867,1.3884,-0.0141,1.4207,-0.0182,690.12,46
217,763.4784,1.3884,-0.0141,1.4207,-0.0182,582.38,42
218,760.0679,1.3884,-0.0141,1.4207,-0.0182,573.58,41
219,1010.5705,0.7567,-0.0299,0.8048,-0.0182,605.20,47
220,763.3923,0.7567,-0.0299,0.8048,-0.0182,571.56,42
221,789.8023,0.7567,-0.0299,0.8048,-0.0182,646.89,46
222,660.5454,0.7567,-0.0299,0.8048,-0.0182,605.38,39
223,666.4727,0.7567,-0.0299,0.8048,-0.0182,569.57,38
224,415.6062,1.5667,-0.0409,1.6257,-0.0182,351.57,24
225,191.3841,1.5667,-0.0409,1.6257,-0.0182,167.22,12
226,721.3199,1.5667,-0.0409,1.6257,-0.0182,615.66,42
227,935.1678,1.5667,-0.0409,1.6257,-0.0182,649.30,53
228,728.0461,1.5667,-0.0409,1.6257,-0.0182,533.70,39
229,760.2175,1.5667,-0.0409,1.6257,-0.0182,609.77,44
230,883.0525,1.9384,-0.0134,1.9700,-0.0182,626.35,47
231,765.0457,1.9384,-0.0134,1.9700,-0.0182,670.90,47
232,974.7824,1.9384,-0.0134,1.9700,-0.0182,695.78,52
233,719.4862,1.9384,-0.0134,1.9700,-0.0182,597.49,41
234,910.5762,1.1494,-0.0576,1.2252,-0.0182,613.31,51
235,741.0773,1.1494,-0.0576,1.2252,-0.0182,655.24,46
236,1201.8394,1.1494,-0.0576,1.2252,-0.0182,714.31,52
237,769.1789,1.1494,-0.0576,1.2252,-0.0182,574.23,40
238,747.8717,1.5158,-0.0412,1.5751,-0.0182,640.81,45
239,743.3330,1.5158,-0.0412,1.5751,-0.0182,666.88,46
240,629.9600,1.5158,-0.0412,1.5751,-0.0182,585.27,38
241,833.8066,1.5158,-0.0412,1.5751,-0.0182,678.34,49
242,792.5734,1.5158,-0.0412,1.5751,-0.0182,610.36,46
243,692.0776,1.7212,-0.0428,1.7822,-0.0182,613.35,42
244,652.9970,1.7212,-0.0428,1.7822,-0.0182,611.10,39
245,737.3479,1.7212,-0.0428,1.7822,-0.0182,578.91,42
246,643.3160,1.7212,-0.0428,1.7822,-0.0182,596.83,39
247,953.3976,1.7212,-0.0428,1.7822,-0.0182,587.34,45
248,93.1719,1.5333,-0.0102,1.5616,-0.0182,42.59,3
249,712.2222,1.5333,-0.0102,1.5616,-0.0182,725.41,47
250,732.4526,1.5333,-0.0102,1.5616,-0.0182,534.48,40
251,580.9005,1.5333,-0.0102,1.5616,-0.0182,552.90,35
252,742.8632,1.5333,-0.0102,1.5616,-0.0182,596.63,44
253,696.2108,1.0044,-0.0218,1.0443,-0.0182,620.25,43
254,758.8428,1.0044,-0.0218,1.0443,-0.0182,616.70,45
255,792.0198,1.0044,-0.0218,1.0443,-0.0182,618.53,44
256,664.5538,1.0044,-0.0218,1.0443,-0.0182,615.70,42
257,905.8018,1.0044,-0.0218,1.0443,-0.0182,673.26,49
258,1183.2137,2.0404,0.0735,1.9850,-0.0182,691.43,50
259,718.4019,2.0404,0.0735,1.9850,-0.0182,673.08,44
260,1382.9026,2.0404,0.0735,1.9850,-0.0182,642.55,49
261,1533.1125,2.0404,0.0735,1.9850,-0.0182,668.53,53
262,876.8775,2.2148,-0.0422,2.2752,-0.0182,669.55,50
263,816.6970,2.2148,-0.0422,2.2752,-0.0182,610.39,47
264,875.1038,2.2148,-0.0422,2.2752,-0.0182,685.06,47
265,730.7901,2.2148,-0.0422,2.2752,-0.0182,628.87,45
266,606.0911,0.7603,-0.0318,0.8103,-0.0182,584.79,37
267,658.5676,0.7603,-0.0318,0.8103,-0.0182,622.88,41
268,1036.4388,0.7603,-0.0318,0.8103,-0.0182,706.85,54
269,595.1982,0.7603,-0.0318,0.8103,-0.0182,570.30,36
270,691.1232,0.7603,-0.0318,0.8103,-0.0182,575.90,42
271,277.4840,1.1364,-0.0486,1.2032,-0.0182,223.47,16
272,357.2150,1.1364,-0.0486,1.2032,-0.0182,333.46,23
273,587.7663,1.1364,-0.0486,1.2032,-0.0182,534.19,36
274,689.1072,1.1364,-0.0486,1.2032,-0.0182,577.64,41
275,825.3504,1.1364,-0.0486,1.2032,-0.0182,693.44,50
276,1679.9993,1.1987,0.0192,1.1977,-0.0182,759.98,59
277,793.2882,1.1987,0.0192,1.1977,-0.0182,605.93,44
278,728.8177,1.1987,0.0192,1.1977,-0.0182,621.66,45
279,763.2433,1.1987,0.0192,1.1977,-0.0182,642.02,48
280,752.9119,1.1987,0.0192,1.1977,-0.0182,617.64,45
281,1221.4792,1.1782,0.0113,1.1851,-0.0182,646.73,54
282,689.0639,1.1782,0.0113,1.1851,-0.0182,606.88,43
283,801.4782,1.1782,0.0113,1.1851,-0.0182,682.55,51
284,929.2333,1.1782,0.0113,1.1851,-0.0182,651.95,52
285,694.9081,1.4881,-0.0634,1.5697,-0.0182,632.01,43
286,784.2824,1.4881,-0.0634,1.5697,-0.0182,671.56,49
287,667.1848,1.4881,-0.0634,1.5697,-0.0182,592.98,40
288,556.5791,1.4881,-0.0634,1.5697,-0.0182,514.62,31
289,809.9608,1.0638,-0.0078,1.0898,-0.0182,640.33,50
290,693.2021,1.0638,-0.0078,1.0898,-0.0182,551.71,44
291,646.1973,1.0638,-0.0078,1.0898,-0.0182,570.59,39
292,687.3121,1.0638,-0.0078,1.0898,-0.0182,622.32,42
293,623.8066,1.0638,-0.0078,1.0898,-0.0182,571.06,38
294,593.5423,0.5521,-0.0864,0.6567,-0.0182,460.81,33
295,160.3745,0.5521,-0.0864,0.6567,-0.0182,117.03,11
296,628.3418,0.5521,-0.0864,0.6567,-0.0182,539.58,36
297,578.8236,0.5521,-0.0864,0.6567,-0.0182,545.27,32
298,660.9935,0.5521,-0.0864,0.6567,-0.0182,590.83,41
299,729.5473,0.5521,-0.0864,0.6567,-0.0182,602.71,41
300,564.8474,0.5521,-0.0864,0.6567,-0.0182,619.07,36
301,597.5020,1.1664,-0.0399,1.2245,-0.0182,562.49,36
302,469.5114,1.1664,-0.0399,1.2245,-0.0182,523.94,28
303,700.0357,1.1664,-0.0399,1.2245,-0.0182,569.85,41
304,532.5167,1.1664,-0.0399,1.2245,-0.0182,526.60,32
305,558.4065,1.1664,-0.0399,1.2245,-0.0182,567.77,34
306,617.5614,0.5501,0.0415,0.5268,-0.0182,514.10,36
307,664.4150,0.5501,0.0415,0.5268,-0.0182,570.53,39
308,634.5712,0.5501,0.0415,0.5268,-0.0182,551.38,36
309,543.8466,0.5501,0.0415,0.5268,-0.0182,554.04,32
310,694.1687,0.5501,0.0415,0.5268,-0.0182,549.47,42
311,750.1716,0.5501,0.0415,0.5268,-0.0182,537.49,38
312,831.4905,1.3814,-0.0606,1.4602,-0.0182,561.06,41
313,665.9226,1.3814,-0.0606,1.4602,-0.0182,591.28,40
314,412.6904,1.3814,-0.0606,1.4602,-0.0182,485.62,24
315,565.8148,1.3814,-0.0606,1.4602,-0.0182,509.14,34
316,663.7507,1.3814,-0.0606,1.4602,-0.0182,571.82,40
317,443.5221,1.3814,-0.0606,1.4602,-0.0182,517.59,27
318,912.7147,1.0314,-0.0397,1.0892,-0.0182,529.40,38
319,784.7973,1.0314,-0.0397,1.0892,-0.0182,501.80,39
320,708.8415,1.0314,-0.0397,1.0892,-0.0182,500.78,35
321,641.6796,1.0314,-0.0397,1.0892,-0.0182,563.91,36
322,614.1224,1.0314,-0.0397,1.0892,-0.0182,623.60,38
323,383.0884,1.6867,-0.0432,1.7481,-0.0182,232.63,17
324,374.7566,1.6867,-0.0432,1.7481,-0.0182,369.96,24
325,704.7464,1.6867,-0.0432,1.7481,-0.0182,560.13,37
326,713.2287,1.6867,-0.0432,1.7481,-0.0182,618.28,41
327,699.6029,1.6867,-0.0432,1.7481,-0.0182,606.38,42
328,536.5656,1.6867,-0.0432,1.7481,-0.0182,530.70,33
329,561.1771,1.7594,-0.0333,1.8109,-0.0182,526.57,34
330,539.6138,1.7594,-0.0333,1.8109,-0.0182,573.61,30
331,692.6452,1.7594,-0.0333,1.8109,-0.0182,609.29,43
332,866.5798,1.7594,-0.0333,1.8109,-0.0182,566.35,41
333,484.4495,1.7594,-0.0333,1.8109,-0.0182,583.92,29
334,1626.7906,1.7594,-0.0333,1.8109,-0.0182,566.57,41
335,438.3635,0.6641,-0.0534,0.7356,-0.0182,497.04,26
336,522.5328,0.6641,-0.0534,0.7356,-0.0182,551.49,31
337,710.3731,0.6641,-0.0534,0.7356,-0.0182,541.54,40
338,849.6045,0.6641,-0.0534,0.7356,-0.0182,624.96,44
339,795.5199,0.6641,-0.0534,0.7356,-0.0182,590.62,42
340,678.3243,1.4683,-0.0364,1.5229,-0.0182,578.73,41
341,727.7131,1.4683,-0.0364,1.5229,-0.0182,608.36,43
342,504.3208,1.4683,-0.0364,1.5229,-0.0182,521.99,30
343,1677.4897,1.4683,-0.0364,1.5229,-0.0182,565.42,45
344,663.4085,1.4683,-0.0364,1.5229,-0.0182,581.85,41
345,831.6485,0.5111,-0.0794,0.6087,-0.0182,577.64,46
346,886.1918,0.5111,-0.0794,0.6087,-0.0182,631.93,51
347,673.7807,0.5111,-0.0794,0.6087,-0.0182,508.59,38
348,588.8273,0.5111,-0.0794,0.6087,-0.0182,488.44,33
349,778.6798,0.5111,-0.0794,0.6087,-0.0182,560.99,45
350,184.4357,1.8054,-0.0346,1.8581,-0.0182,95.41,9
351,544.9760,1.8054,-0.0346,1.8581,-0.0182,471.07,36
352,709.8180,1.8054,-0.0346,1.8581,-0.0182,544.27,42
353,427.5498,1.8054,-0.0346,1.8581,-0.0182,456.00,25
354,472.6738,1.8054,-0.0346,1.8581,-0.0182,479.15,28
355,665.8591,1.8054,-0.0346,1.8581,-0.0182,552.60,41
356,701.1119,0.8894,-0.0579,0.9654,-0.0182,537.81,41
357,800.8326,0.8894,-0.0579,0.9654,-0.0182,518.87,42
358,536.8895,0.8894,-0.0579,0.9654,-0.0182,510.37,32
359,787.9493,0.8894,-0.0579,0.9654,-0.0182,569.45,45
360,772.6697,0.8894,-0.0579,0.9654,-0.0182,528.45,42
361,759.3288,0.7619,-0.0165,0.7966,-0.0182,565.39,44
362,853.9691,0.7619,-0.0165,0.7966,-0.0182,506.51,39
363,710.3931,0.7619,-0.0165,0.7966,-0.0182,569.38,43
364,656.7311,0.7619,-0.0165,0.7966,-0.0182,530.50,39
365,621.5034,0.7619,-0.0165,0.7966,-0.0182,538.40,37
366,712.3738,0.7861,-0.0841,0.8884,-0.0182,564.71,40
367,936.7843,0.7861,-0.0841,0.8884,-0.0182,529.81,40
368,755.9099,0.7861,-0.0841,0.8884,-0.0182,546.50,43
369,560.6730,0.7861,-0.0841,0.8884,-0.0182,528.54,34
370,685.7893,0.7861,-0.0841,0.8884,-0.0182,562.66,40
371,711.6432,1.3634,-0.0411,1.4227,-0.0182,519.73,41
372,700.1811,1.3634,-0.0411,1.4227,-0.0182,525.06,41
373,710.4567,1.3634,-0.0411,1.4227,-0.0182,498.72,41
374,691.5126,1.3634,-0.0411,1.4227,-0.0182,513.06,40
375,770.8064,1.3634,-0.0411,1.4227,-0.0182,550.55,46
376,319.8942,1.0987,-0.0434,1.1603,-0.0182,239.64,18
377,392.2942,1.0987,-0.0434,1.1603,-0.0182,303.59,25
378,634.2513,1.0987,-0.0434,1.1603,-0.0182,520.35,39
379,718.9477,1.0987,-0.0434,1.1603,-0.0182,518.82,42
380,695.4436,1.0987,-0.0434,1.1603,-0.0182,518.93,42
381,668.7722,1.0987,-0.0434,1.1603,-0.0182,543.90,42
382,786.5664,1.5148,-0.0715,1.6044,-0.0182,556.73,45
383,499.0056,1.5148,-0.0715,1.6044,-0.0182,505.85,30
384,550.5746,1.5148,-0.0715,1.6044,-0.0182,505.26,33
385,487.1000,1.5148,-0.0715,1.6044,-0.0182,487.31,30
386,1233.8190,1.5148,-0.0715,1.6044,-0.0182,513.65,43
387,587.9307,0.7638,-0.0094,0.7914,-0.0182,510.89,35
388,647.4856,0.7638,-0.0094,0.7914,-0.0182,506.54,35
389,571.7970,0.7638,-0.0094,0.7914,-0.0182,494.96,33
390,568.5342,0.7638,-0.0094,0.7914,-0.0182,493.48,33
391,1278.1121,0.7638,-0.0094,0.7914,-0.0182,540.56,45
392,465.9573,0.7638,-0.0094,0.7914,-0.0182,453.36,27
393,643.8123,0.6955,-0.0693,0.7830,-0.0182,495.31,37
394,569.3966,0.6955,-0.0693,0.7830,-0.0182,451.03,33
395,629.9398,0.6955,-0.0693,0.7830,-0.0182,518.14,37
396,1049.1051,0.6955,-0.0693,0.7830,-0.0182,582.71,48
