episode,total_reward,duration_sec,steps,avg_reward_per_step,avg_reward_per_sec
45,716.3177,671.82,42,17.0552,1.0662
46,701.7655,1008.64,44,15.9492,0.6958
47,538.4258,1048.68,35,15.3836,0.5134
48,586.6574,1108.23,37,15.8556,0.5294
49,681.4859,767.79,43,15.8485,0.8876
50,970.9172,1185.34,59,16.4562,0.8191
51,796.0392,1003.46,48,16.5842,0.7933
52,654.3114,984.68,40,16.3578,0.6645
53,636.7800,1183.44,41,15.5312,0.5381
54,927.9876,1386.44,58,15.9998,0.6693
55,718.7079,792.41,42,17.1121,0.9070
56,735.0299,597.22,44,16.7052,1.2308
57,799.9675,683.27,49,16.3259,1.1708
58,710.1586,609.44,45,15.7813,1.1653
59,636.8005,590.18,40,15.9200,1.0790
60,629.8098,571.35,38,16.5739,1.1023
61,654.4211,607.34,40,16.3605,1.0775
62,533.5609,603.45,41,13.0137,0.8842
63,578.4953,604.75,39,14.8332,0.9566
64,612.3643,595.20,39,15.7016,1.0288
65,747.7810,635.84,43,17.3903,1.1760
66,720.1481,636.81,44,16.3670,1.1309
67,290.4802,602.24,38,7.6442,0.4823
68,686.4432,570.31,40,17.1611,1.2036
69,733.5129,624.12,45,16.3003,1.1753
70,641.8706,564.86,40,16.0468,1.1363
71,568.4895,566.60,37,15.3646,1.0033
72,688.4126,626.74,42,16.3908,1.0984
73,746.4218,594.47,40,18.6605,1.2556
74,683.1868,635.78,42,16.2664,1.0746
75,567.9970,594.27,42,13.5237,0.9558
76,716.4864,610.99,43,16.6625,1.1727
77,677.4819,627.46,42,16.1305,1.0797
78,642.0197,543.88,38,16.8953,1.1804
79,518.0618,543.99,33,15.6988,0.9523
80,693.6374,607.03,45,15.4142,1.1427
81,584.6213,574.66,34,17.1947,1.0173
82,668.0131,628.83,42,15.9051,1.0623
83,591.7788,545.25,38,15.5731,1.0853
84,464.9597,593.85,41,11.3405,0.7830
85,630.7794,572.98,40,15.7695,1.1009
86,704.4877,553.39,42,16.7735,1.2730
87,622.0584,554.57,39,15.9502,1.1217
88,385.6314,627.07,46,8.3833,0.6150
89,702.8282,563.43,41,17.1422,1.2474
90,656.3905,582.61,41,16.0095,1.1266
91,622.9231,596.42,39,15.9724,1.0444
92,611.7928,594.01,41,14.9218,1.0299
93,226.8655,606.66,43,5.2759,0.3740
94,539.3274,612.48,47,11.4751,0.8806
95,645.3337,622.71,44,14.6667,1.0363
96,706.4942,620.87,46,15.3586,1.1379
97,700.8135,611.22,43,16.2980,1.1466
98,646.4883,588.32,40,16.1622,1.0989
99,592.1591,553.67,39,15.1836,1.0695
100,624.4453,594.04,41,15.2304,1.0512
101,654.5232,604.76,40,16.3631,1.0823
102,548.1820,535.36,36,15.2273,1.0239
103,709.2612,549.42,42,16.8872,1.2909
104,29.7128,638.00,46,0.6459,0.0466
105,682.5797,596.52,43,15.8739,1.1443
106,619.8782,560.24,38,16.3126,1.1064
107,520.9542,503.71,33,15.7865,1.0342
108,673.8228,608.36,41,16.4347,1.1076
109,552.6346,581.39,41,13.4789,0.9505
110,677.2503,597.69,42,16.1250,1.1331
111,526.3823,491.37,31,16.9801,1.0712
112,589.2126,535.03,40,14.7303,1.1013
113,639.9266,565.43,42,15.2363,1.1317
114,632.2973,556.69,42,15.0547,1.1358
115,601.1775,533.79,38,15.8205,1.1263
116,697.2377,605.84,43,16.2148,1.1509
117,689.3031,569.42,41,16.8123,1.2105
118,716.4412,578.61,41,17.4742,1.2382
119,713.1585,586.38,41,17.3941,1.2162
120,568.4193,553.61,36,15.7894,1.0267
121,421.6522,474.86,28,15.0590,0.8880
122,611.4095,587.98,40,15.2852,1.0398
123,631.2227,586.57,41,15.3957,1.0761
124,697.5724,603.89,44,15.8539,1.1551
125,657.6436,523.19,37,17.7742,1.2570
126,770.0965,667.72,49,15.7163,1.1533
127,753.8877,663.71,50,15.0778,1.1359
128,734.2609,672.02,48,15.2971,1.0926
129,627.8794,590.36,40,15.6970,1.0635
130,717.2815,533.72,39,18.3918,1.3439
131,867.1013,704.78,55,15.7655,1.2303
132,739.8366,653.90,47,15.7412,1.1314
133,696.8921,634.99,44,15.8385,1.0975
134,581.4683,513.89,35,16.6134,1.1315
135,882.6517,662.83,53,16.6538,1.3316
136,693.8953,574.89,43,16.1371,1.2070
137,564.1605,523.73,36,15.6711,1.0772
138,704.0176,596.11,43,16.3725,1.1810
139,714.6116,656.56,46,15.5350,1.0884
140,604.4829,603.36,39,15.4996,1.0019
141,617.6829,560.49,38,16.2548,1.1020
142,615.0414,555.42,39,15.7703,1.1073
143,846.0106,667.65,48,17.6252,1.2671
144,222.1813,821.89,36,6.1717,0.2703
145,750.8834,1292.36,47,15.9762,0.5810
146,631.1941,1105.50,38,16.6104,0.5710
147,720.1963,721.84,41,17.5658,0.9977
148,605.9653,594.73,38,15.9465,1.0189
149,793.8438,712.83,47,16.8903,1.1136
150,766.9722,954.00,41,18.7066,0.8040
151,672.9177,1223.96,45,14.9537,0.5498
152,708.6710,1092.02,40,17.7168,0.6490
153,790.2579,792.24,42,18.8157,0.9975
154,541.4234,1037.59,44,12.3051,0.5218
155,637.1433,832.49,41,15.5401,0.7653
156,805.3687,1095.67,44,18.3038,0.7350
157,716.2617,1221.29,45,15.9169,0.5865
158,932.9584,1303.22,56,16.6600,0.7159
159,620.0616,696.00,40,15.5015,0.8909
160,1018.8474,808.52,65,15.6746,1.2601
161,732.9344,601.99,42,17.4508,1.2175
162,596.5052,545.69,40,14.9126,1.0931
163,696.0390,620.70,46,15.1313,1.1214
164,1097.2508,747.99,61,17.9877,1.4669
165,841.3119,652.65,48,17.5273,1.2891
166,766.3094,629.00,46,16.6589,1.2183
167,692.0607,615.33,43,16.0944,1.1247
168,831.6429,682.95,51,16.3067,1.2177
169,704.1727,611.79,41,17.1749,1.1510
170,884.2271,664.62,51,17.3378,1.3304
171,760.7877,600.57,45,16.9064,1.2668
172,567.3575,607.15,45,12.6079,0.9345
173,455.8584,576.09,41,11.1185,0.7913
174,495.8803,478.53,30,16.5293,1.0363
175,576.8733,508.40,34,16.9669,1.1347
176,954.7670,705.65,56,17.0494,1.3530
177,866.4919,651.18,50,17.3298,1.3306
178,751.9307,604.02,46,16.3463,1.2449
179,960.0321,706.06,55,17.4551,1.3597
180,1034.2466,706.71,63,16.4166,1.4635
181,974.6133,696.60,56,17.4038,1.3991
182,823.9074,627.39,48,17.1647,1.3132
183,906.7011,646.14,48,18.8896,1.4033
184,960.2603,682.26,49,19.5971,1.4075
185,369.9359,490.39,36,10.2760,0.7544
186,672.4988,574.48,41,16.4024,1.1706
187,674.7307,563.14,37,18.2360,1.1982
188,806.7914,601.76,47,17.1658,1.3407
189,812.9292,620.27,49,16.5904,1.3106
190,727.3765,572.82,46,15.8125,1.2698
191,675.8985,554.91,41,16.4853,1.2180
192,694.9591,550.57,38,18.2884,1.2623
193,748.8247,610.85,45,16.6405,1.2259
194,404.7537,434.47,25,16.1901,0.9316
195,410.9952,441.90,26,15.8075,0.9301
196,850.1693,641.92,51,16.6700,1.3244
197,803.4406,611.54,47,17.0945,1.3138
198,886.8384,664.57,53,16.7328,1.3345
199,593.5217,543.36,37,16.0411,1.0923
200,818.5226,644.56,48,17.0526,1.2699
201,537.1028,590.37,41,13.1001,0.9098
202,709.6342,590.89,43,16.5031,1.2010
203,664.1873,543.92,38,17.4786,1.2211
204,662.5208,544.57,42,15.7743,1.2166
205,814.6688,573.26,46,17.7102,1.4211
206,437.7092,396.40,27,16.2115,1.1042
207,571.8807,507.46,37,15.4562,1.1270
208,834.6228,586.63,47,17.7579,1.4227
209,680.7062,546.03,39,17.4540,1.2466
210,794.6395,630.28,49,16.2171,1.2608
211,806.9503,624.47,48,16.8115,1.2922
212,405.0318,522.34,37,10.9468,0.7754
213,628.6789,559.22,38,16.5442,1.1242
214,742.5059,549.39,43,17.2676,1.3515
215,750.4484,558.15,42,17.8678,1.3445
216,504.7887,424.72,27,18.6959,1.1885
217,786.9635,596.98,47,16.7439,1.3182
218,812.8956,571.64,48,16.9353,1.4220
219,671.1421,537.02,41,16.3693,1.2498
220,910.0250,651.02,53,17.1703,1.3978
221,697.3053,512.98,38,18.3501,1.3593
222,662.1312,494.40,37,17.8954,1.3393
223,734.5784,622.35,45,16.3240,1.1803
224,768.3392,606.86,47,16.3476,1.2661
225,801.1593,598.20,46,17.4165,1.3393
226,818.8219,628.88,49,16.7107,1.3020
227,745.6351,599.96,44,16.9463,1.2428
228,734.2237,596.30,47,15.6218,1.2313
229,802.3936,607.94,47,17.0722,1.3199
230,788.5108,552.73,46,17.1415,1.4266
231,732.9308,600.46,45,16.2874,1.2206
232,526.4416,418.80,30,17.5481,1.2570
233,790.7773,574.19,45,17.5728,1.3772
234,816.3422,625.62,49,16.6600,1.3049
235,962.1055,726.78,56,17.1805,1.3238
236,815.9877,678.64,50,16.3198,1.2024
237,793.8130,629.58,47,16.8896,1.2609
238,772.4845,642.23,46,16.7931,1.2028
239,730.6634,581.57,42,17.3967,1.2564
240,694.7782,543.80,38,18.2836,1.2776
241,748.3734,596.61,46,16.2690,1.2544
242,706.4019,556.70,40,17.6600,1.2689
243,590.9420,541.53,36,16.4151,1.0912
244,671.9592,568.35,41,16.3892,1.1823
245,714.1930,594.10,43,16.6091,1.2022
246,756.2303,620.34,47,16.0900,1.2191
247,470.9392,418.78,27,17.4422,1.1245
248,759.1552,641.50,48,15.8157,1.1834
249,666.9341,552.56,39,17.1009,1.2070
250,789.9054,664.99,48,16.4564,1.1878
251,613.4131,475.38,32,19.1692,1.2904
252,431.5310,415.80,26,16.5973,1.0378
253,456.6743,400.00,25,18.2670,1.1417
254,557.3939,427.03,29,19.2205,1.3053
255,811.4595,552.60,46,17.6404,1.4684
256,758.5892,618.90,46,16.4911,1.2257
257,660.3724,586.66,41,16.1066,1.1257
258,820.8588,673.30,52,15.7857,1.2192
259,876.3221,705.18,57,15.3741,1.2427
260,754.1832,614.26,49,15.3915,1.2278
261,823.1672,659.30,49,16.7993,1.2485
262,723.2441,600.76,42,17.2201,1.2039
263,584.6105,504.27,33,17.7155,1.1593
264,795.8178,617.15,45,17.6848,1.2895
265,370.1129,420.78,23,16.0919,0.8796
266,786.4254,667.17,47,16.7325,1.1788
267,546.8854,643.94,49,11.1609,0.8493
268,875.3053,658.93,49,17.8634,1.3284
269,829.3461,650.25,47,17.6457,1.2754
270,857.7028,643.07,49,17.5041,1.3338
271,791.4246,631.76,48,16.4880,1.2527
272,683.8943,587.03,41,16.6803,1.1650
273,778.5896,592.37,43,18.1067,1.3144
274,902.9440,691.79,53,17.0367,1.3052
275,638.6472,533.82,38,16.8065,1.1964
276,721.7735,634.00,46,15.6907,1.1384
277,703.9922,604.96,43,16.3719,1.1637
278,737.0460,599.23,45,16.3788,1.2300
279,707.9596,554.18,42,16.8562,1.2775
280,755.2467,605.62,44,17.1647,1.2471
281,761.7726,627.25,47,16.2079,1.2145
282,469.8126,440.33,28,16.7790,1.0670
283,527.9750,453.13,30,17.5992,1.1652
284,768.8938,604.90,45,17.0865,1.2711
285,839.4683,683.41,52,16.1436,1.2283
286,710.4626,624.29,44,16.1469,1.1380
287,665.1637,524.42,39,17.0555,1.2684
288,744.5835,636.78,45,16.5463,1.1693
289,438.0360,632.26,47,9.3199,0.6928
290,670.3043,540.95,38,17.6396,1.2391
291,658.8672,577.58,42,15.6873,1.1407
292,603.0054,911.59,37,16.2974,0.6615
293,843.4746,975.70,43,19.6157,0.8645
294,724.8978,851.22,46,15.7586,0.8516
295,652.7319,422.56,40,16.3183,1.5447
296,673.4293,446.40,42,16.0340,1.5086
297,856.9434,572.71,44,19.4760,1.4963
298,794.4160,984.47,45,17.6537,0.8069
299,642.2559,1035.50,44,14.5967,0.6202
300,437.7248,616.13,25,17.5090,0.7104
301,836.6297,594.89,41,20.4056,1.4064
302,692.7370,832.77,42,16.4937,0.8318
303,684.6953,712.49,42,16.3023,0.9610
304,715.3719,883.64,43,16.6366,0.8096
305,929.7818,1113.42,50,18.5956,0.8351
306,684.2640,935.69,41,16.6894,0.7313
307,1431.1286,832.92,72,19.8768,1.7182
308,797.1751,449.41,47,16.9612,1.7738
309,427.7952,300.00,25,17.1118,1.4260
310,681.2158,418.44,44,15.4822,1.6280
311,124.9407,65.92,7,17.8487,1.8952
312,878.4276,501.70,52,16.8928,1.7509
313,720.2901,443.90,46,15.6585,1.6226
314,855.4859,468.76,50,17.1097,1.8250
315,888.1642,442.64,47,18.8971,2.0065
316,841.7049,502.65,50,16.8341,1.6745
317,780.2544,466.67,47,16.6012,1.6720
318,798.8861,445.30,47,16.9976,1.7940
319,629.9093,438.80,41,15.3636,1.4355
320,844.9908,498.30,51,16.5684,1.6957
321,735.9603,451.99,45,16.3547,1.6283
322,637.3773,452.52,41,15.5458,1.4085
323,858.8265,499.39,54,15.9042,1.7198
324,731.4114,448.77,45,16.2536,1.6298
325,762.0153,436.65,45,16.9337,1.7452
326,1125.2212,519.37,59,19.0715,2.1665
327,943.3289,463.38,50,18.8666,2.0357
328,970.9226,463.83,52,18.6716,2.0933
329,782.6166,501.53,50,15.6523,1.5604
330,881.5311,474.93,53,16.6327,1.8561
331,997.0077,469.73,54,18.4631,2.1225
332,228.8403,114.43,14,16.3457,1.9998
333,645.8254,395.61,41,15.7518,1.6325
334,1224.3855,550.54,64,19.1310,2.2240
335,1034.3721,517.87,60,17.2395,1.9974
336,911.3900,466.79,49,18.5998,1.9525
337,914.0686,486.26,53,17.2466,1.8798
338,1144.0820,521.68,62,18.4529,2.1931
339,1067.7098,536.91,62,17.2211,1.9886
340,982.1607,481.98,56,17.5386,2.0378
341,900.5911,508.18,53,16.9923,1.7722
342,870.3833,495.78,53,16.4223,1.7556
343,1269.8411,484.01,56,22.6757,2.6236
344,1596.2962,665.79,88,18.1397,2.3976
345,1302.0158,514.18,66,19.7275,2.5322
346,1349.2548,599.28,71,19.0036,2.2515
347,1274.0320,596.99,74,17.2166,2.1341
348,1244.3169,581.00,67,18.5719,2.1417
349,1018.9089,471.65,53,19.2247,2.1603
350,1323.4747,648.17,78,16.9676,2.0419
351,920.4339,449.17,49,18.7844,2.0492
352,1059.6920,533.41,61,17.3720,1.9866
353,780.9768,476.91,49,15.9383,1.6376
354,948.5453,500.26,54,17.5657,1.8961
355,1265.9218,577.47,69,18.3467,2.1922
356,790.8432,426.27,47,16.8265,1.8552
357,1413.3956,681.58,86,16.4348,2.0737
358,1271.6306,624.04,75,16.9551,2.0377
359,1129.6442,548.96,65,17.3791,2.0578
360,786.1136,403.67,42,18.7170,1.9474
361,748.5755,414.84,44,17.0131,1.8045
362,734.4395,437.39,43,17.0800,1.6791
363,860.6661,406.92,41,20.9919,2.1151
364,1370.8113,636.63,76,18.0370,2.1532
365,810.9628,433.78,45,18.0214,1.8695
366,1225.9235,589.05,71,17.2665,2.0812
367,786.1781,429.67,49,16.0445,1.8297
368,844.2558,446.81,49,17.2297,1.8895
369,778.9752,404.34,41,18.9994,1.9266
370,1097.4137,523.39,63,17.4193,2.0967
371,732.9061,405.94,41,17.8758,1.8055
372,776.5745,404.94,42,18.4899,1.9177
373,878.4917,478.44,51,17.2253,1.8362
374,842.6114,433.76,47,17.9279,1.9426
375,794.2090,428.66,45,17.6491,1.8528
376,716.2681,425.38,43,16.6574,1.6838
377,784.7402,398.87,44,17.8350,1.9674
378,1101.0642,535.18,62,17.7591,2.0574
379,861.1290,410.63,45,19.1362,2.0971
380,685.3626,417.53,42,16.3182,1.6415
381,1037.0295,472.70,53,19.5666,2.1938
382,926.6943,512.45,57,16.2578,1.8084
383,1224.9108,542.65,66,18.5593,2.2573
384,682.2532,440.89,46,14.8316,1.5474
385,831.4409,428.81,48,17.3217,1.9389
386,932.4533,460.54,52,17.9318,2.0247
387,868.3239,459.94,51,17.0260,1.8879
388,1145.9140,537.43,65,17.6294,2.1322
389,694.3990,387.55,41,16.9366,1.7918
390,1013.7572,453.43,52,19.4953,2.2357
391,804.8623,457.80,48,16.7680,1.7581
392,934.6107,427.52,46,20.3176,2.1861
393,805.7313,358.81,39,20.6598,2.2456
394,776.8509,382.75,41,18.9476,2.0297
395,823.2121,423.54,45,18.2936,1.9437
396,812.6561,432.71,46,17.6664,1.8780
397,1274.8344,554.20,69,18.4759,2.3003
398,740.9654,378.06,42,17.6420,1.9599
399,1507.8675,640.44,82,18.3886,2.3544
400,1119.1511,527.35,61,18.3467,2.1222
401,1124.3184,473.77,54,20.8207,2.3731
402,954.6673,473.02,53,18.0126,2.0182
403,1488.4922,630.12,80,18.6062,2.3622
404,1101.7788,504.06,59,18.6742,2.1858
405,970.7655,491.09,56,17.3351,1.9767
406,1570.6004,639.10,83,18.9229,2.4575
407,1838.2219,718.14,99,18.5679,2.5597
408,1343.2261,573.51,73,18.4004,2.3421
409,1465.0315,608.72,81,18.0868,2.4067
410,1477.7716,548.11,79,18.7060,2.6961
411,1090.5281,488.47,60,18.1755,2.2325
412,1774.0235,673.59,92,19.2829,2.6337
413,1854.4161,779.26,102,18.1806,2.3797
414,1418.5029,667.18,84,16.8869,2.1261
415,1341.2677,628.16,81,16.5589,2.1352
416,1461.4890,637.31,84,17.3987,2.2932
417,1656.5067,668.82,87,19.0403,2.4768
418,1830.1630,727.62,103,17.7686,2.5153
419,2047.5368,714.50,99,20.6822,2.8657
420,1546.3108,664.02,88,17.5717,2.3287
421,1564.8484,741.57,97,16.1325,2.1102
422,1357.8784,636.20,81,16.7639,2.1343
423,1599.1709,737.87,99,16.1532,2.1673
424,1522.3670,620.88,81,18.7947,2.4520
425,1724.0729,677.13,93,18.5384,2.5462
426,1409.2519,654.05,86,16.3867,2.1547
427,1588.4369,659.02,91,17.4554,2.4103
428,1729.3765,661.18,92,18.7976,2.6156
429,1320.9973,572.36,69,19.1449,2.3080
430,1531.2673,648.62,86,17.8054,2.3608
431,1398.3954,657.79,85,16.4517,2.1259
432,1429.0108,658.69,87,16.4254,2.1695
433,1331.1475,635.49,83,16.0379,2.0947
434,1539.2510,718.88,95,16.2026,2.1412
435,1190.1274,605.73,73,16.3031,1.9648
436,1194.1199,605.11,75,15.9216,1.9734
437,985.4687,568.41,66,14.9313,1.7337
438,1171.8691,584.34,73,16.0530,2.0055
439,190.4003,487.94,54,3.5259,0.3902
440,1284.8012,590.72,75,17.1307,2.1750
441,1550.4990,674.68,88,17.6193,2.2981
442,1159.6855,541.66,65,17.8413,2.1410
443,1588.1841,625.77,85,18.6845,2.5379
444,1469.4180,573.74,74,19.8570,2.5611
445,843.1617,534.22,58,14.5373,1.5783
446,1520.6486,657.80,85,17.8900,2.3117
447,1410.0665,589.62,77,18.3126,2.3915
448,1647.5078,634.77,86,19.1571,2.5955
449,963.7577,557.03,61,15.7993,1.7302
450,1071.8468,552.37,64,16.7476,1.9404
451,1526.0773,611.26,80,19.0760,2.4966
452,695.6779,459.84,47,14.8017,1.5129
453,795.5478,565.25,62,12.8314,1.4074
454,1518.4010,610.36,79,19.2203,2.4877
455,523.1804,475.61,50,10.4636,1.1000
456,752.3158,447.20,44,17.0981,1.6823
457,1726.2509,657.56,90,19.1806,2.6253
458,666.8438,434.74,40,16.6711,1.5339
459,1270.3174,545.66,69,18.4104,2.3280
460,648.2400,432.66,41,15.8107,1.4983
461,847.1693,477.44,51,16.6112,1.7744
462,1274.3554,551.39,69,18.4689,2.3112
463,805.8398,472.69,48,16.7883,1.7048
464,1154.9562,509.92,62,18.6283,2.2650
465,698.5497,461.44,46,15.1859,1.5138
466,905.5663,459.72,51,17.7562,1.9698
467,653.9383,453.32,43,15.2079,1.4425
468,308.2421,466.54,46,6.7009,0.6607
469,206.2986,449.68,43,4.7976,0.4588
470,1602.9977,648.30,85,18.8588,2.4726
471,963.9173,483.43,54,17.8503,1.9939
472,767.5405,501.06,49,15.6641,1.5318
473,527.0584,449.71,44,11.9786,1.1720
474,833.2049,417.06,46,18.1132,1.9978
475,433.5166,389.99,35,12.3862,1.1116
476,600.7481,393.63,34,17.6691,1.5262
477,597.0203,383.04,37,16.1357,1.5586
478,406.9911,430.64,38,10.7103,0.9451
479,238.3848,444.14,41,5.8143,0.5367
480,743.9448,431.58,42,17.7130,1.7238
481,348.3850,457.06,43,8.1020,0.7622
482,546.8111,461.18,41,13.3369,1.1857
483,1344.2675,555.24,68,19.7686,2.4211
484,720.5559,440.66,43,16.7571,1.6352
485,630.9195,430.84,44,14.3391,1.4644
486,474.7513,425.51,41,11.5793,1.1157
487,1602.2296,635.76,85,18.8498,2.5202
488,420.9448,428.88,43,9.7894,0.9815
489,-32.1644,474.49,47,-0.6843,-0.0678
490,452.8675,470.81,50,9.0573,0.9619
491,1438.0226,573.68,76,18.9214,2.5067
492,827.2703,455.21,49,16.8831,1.8174
493,1385.6672,577.14,73,18.9817,2.4009
494,201.4940,148.57,13,15.4995,1.3562
495,532.2188,273.74,30,17.7406,1.9442
496,793.0097,456.96,46,17.2393,1.7354
497,758.3321,435.01,45,16.8518,1.7432
498,1451.0772,589.34,75,19.3477,2.4622
499,723.2304,445.52,45,16.0718,1.6233
500,1255.9817,536.09,67,18.7460,2.3429
501,1469.0533,603.89,77,19.0786,2.4326
502,457.8119,472.39,45,10.1736,0.9691
503,901.9904,417.56,48,18.7915,2.1602
504,726.4712,431.06,48,15.1348,1.6853
505,630.7968,394.26,39,16.1743,1.6000
506,790.7885,426.00,43,18.3904,1.8563
507,804.0273,420.99,43,18.6983,1.9099
508,877.6179,411.60,47,18.6727,2.1322
509,656.3484,447.17,48,13.6739,1.4678
510,792.5283,395.62,44,18.0120,2.0033
511,1832.1775,692.54,93,19.7008,2.6456
512,808.6827,415.34,42,19.2543,1.9470
513,784.7984,439.33,44,17.8363,1.7863
514,566.5733,255.03,31,18.2766,2.2216
515,664.6011,271.03,35,18.9886,2.4521
516,1384.5718,562.54,72,19.2302,2.4613
517,1609.6233,637.41,86,18.7165,2.5253
518,876.2127,426.71,47,18.6428,2.0534
519,1380.0559,572.11,73,18.9049,2.4122
520,1631.8105,621.71,82,19.9001,2.6247
521,1370.8234,579.52,71,19.3074,2.3654
522,983.7051,446.81,51,19.2883,2.2016
523,545.0294,486.01,52,10.4813,1.1214
524,934.4676,472.58,52,17.9705,1.9774
525,829.0471,429.72,46,18.0228,1.9293
526,1049.6607,465.31,55,19.0847,2.2559
527,844.0213,446.51,47,17.9579,1.8903
528,960.6232,487.30,54,17.7893,1.9713
529,1628.7101,647.59,86,18.9385,2.5150
530,946.2826,478.38,52,18.1977,1.9781
531,688.9124,338.97,39,17.6644,2.0324
532,250.8367,144.64,15,16.7224,1.7342
533,-1545.5795,450.34,45,-34.3462,-3.4321
534,671.9984,427.10,42,16.0000,1.5734
535,1277.4503,555.43,68,18.7860,2.2999
536,611.1190,434.66,43,14.2121,1.4060
537,1209.9296,523.76,64,18.9051,2.3101
538,784.5876,414.55,42,18.6807,1.8926
539,704.0581,403.38,41,17.1721,1.7454
540,679.4285,387.42,40,16.9857,1.7537
541,1020.9662,461.24,55,18.5630,2.2135
542,1537.3040,603.21,81,18.9791,2.5485
543,629.5044,416.41,43,14.6396,1.5118
544,374.3545,435.58,43,8.7059,0.8594
545,867.8363,426.14,48,18.0799,2.0365
546,760.2571,410.24,43,17.6804,1.8532
547,983.6739,434.66,51,19.2877,2.2631
548,1253.2816,525.69,68,18.4306,2.3841
549,1413.5738,557.61,74,19.1023,2.5351
550,766.6304,410.06,43,17.8286,1.8696
551,690.3788,402.89,42,16.4376,1.7136
552,183.6519,79.35,9,20.4058,2.3144
553,610.0427,312.82,33,18.4861,1.9502
554,721.8525,355.65,36,20.0515,2.0297
555,824.7509,376.76,41,20.1159,2.1890
556,684.1400,357.89,36,19.0039,1.9116
557,720.8105,367.15,38,18.9687,1.9633
558,1212.7571,506.61,64,18.9493,2.3938
559,778.3619,396.34,43,18.1014,1.9639
560,1509.1948,593.57,77,19.5999,2.5426
561,1041.7332,483.85,57,18.2760,2.1530
562,768.6075,404.20,41,18.7465,1.9015
563,1508.9272,584.33,75,20.1190,2.5823
564,746.4519,377.54,40,18.6613,1.9772
565,761.4560,376.53,40,19.0364,2.0223
566,752.6423,377.44,40,18.8161,1.9940
567,766.9937,404.13,42,18.2618,1.8979
568,798.6938,391.24,42,19.0165,2.0414
569,1026.4638,443.06,53,19.3672,2.3168
570,906.1407,426.80,48,18.8779,2.1231
571,937.6876,423.81,47,19.9508,2.2125
572,1592.7573,622.08,82,19.4239,2.5604
573,446.9213,245.64,25,17.8769,1.8194
574,402.7078,192.17,21,19.1766,2.0956
575,820.7867,392.86,41,20.0192,2.0893
576,835.1680,430.75,47,17.7695,1.9389
577,759.5539,415.85,43,17.6640,1.8265
578,743.8508,427.88,41,18.1427,1.7384
579,1125.9721,496.94,57,19.7539,2.2658
580,799.3364,396.49,41,19.4960,2.0160
581,1602.4627,670.40,82,19.5422,2.3903
582,-1556.9973,572.77,63,-24.7142,-2.7184
583,855.4486,445.41,47,18.2010,1.9206
584,755.3856,495.32,47,16.0720,1.5250
585,786.8054,478.00,48,16.3918,1.6460
586,596.8037,557.48,56,10.6572,1.0705
587,882.7215,430.03,48,18.3900,2.0527
588,452.5318,532.18,49,9.2353,0.8503
589,231.0465,485.92,46,5.0227,0.4755
590,1720.4333,681.82,89,19.3307,2.5233
591,294.4242,527.13,56,5.2576,0.5585
592,1493.1758,635.31,78,19.1433,2.3503
593,56.7158,20.01,4,14.1789,2.8345
594,1586.6835,614.76,81,19.5887,2.5810
595,728.3773,420.36,42,17.3423,1.7327
596,945.4836,491.73,50,18.9097,1.9228
597,-992.1107,395.82,32,-31.0035,-2.5065
