episode,total_reward,average_loss,policy_loss,value_loss,entropy_loss,duration_sec,steps
84,668.9525,1.7040,-0.0513,1.7735,-0.0182,592.71,42
85,527.6263,1.7040,-0.0513,1.7735,-0.0182,530.35,34
86,533.3428,1.7040,-0.0513,1.7735,-0.0182,534.12,34
87,514.2385,1.7040,-0.0513,1.7735,-0.0182,556.75,37
88,483.0458,1.7040,-0.0513,1.7735,-0.0182,493.60,32
89,547.0340,1.7040,-0.0513,1.7735,-0.0182,543.97,35
90,649.9941,0.7556,-0.0601,0.8339,-0.0182,549.40,39
91,638.0410,0.7556,-0.0601,0.8339,-0.0182,536.26,39
92,688.3622,0.7556,-0.0601,0.8339,-0.0182,544.29,42
93,707.5949,0.7556,-0.0601,0.8339,-0.0182,569.53,44
94,272.8686,1.8672,-0.0272,1.9125,-0.0182,577.30,40
95,561.2685,1.8672,-0.0272,1.9125,-0.0182,557.55,36
96,727.0905,1.8672,-0.0272,1.9125,-0.0182,604.93,44
97,690.0859,1.8672,-0.0272,1.9125,-0.0182,612.84,44
98,557.4999,1.8672,-0.0272,1.9125,-0.0182,579.59,39
99,749.3308,1.2176,-0.0556,1.2914,-0.0182,668.13,48
100,669.9507,1.2176,-0.0556,1.2914,-0.0182,588.23,40
101,742.7272,1.2176,-0.0556,1.2914,-0.0182,617.51,46
102,641.5722,1.2176,-0.0556,1.2914,-0.0182,595.03,41
103,568.8768,1.2176,-0.0556,1.2914,-0.0182,576.81,38
104,311.2223,1.0830,-0.1097,1.2108,-0.0182,357.19,21
105,235.0692,1.0830,-0.1097,1.2108,-0.0182,252.85,15
106,588.4730,1.0830,-0.1097,1.2108,-0.0182,591.94,42
107,633.1386,1.0830,-0.1097,1.2108,-0.0182,587.36,39
108,624.1714,1.0830,-0.1097,1.2108,-0.0182,580.58,38
109,601.6857,1.0830,-0.1097,1.2108,-0.0182,579.36,39
110,600.7152,1.0974,-0.0048,1.1203,-0.0182,591.42,39
111,592.4308,1.0974,-0.0048,1.1203,-0.0182,583.80,38
112,681.2516,1.0974,-0.0048,1.1203,-0.0182,672.85,44
113,718.0379,1.0974,-0.0048,1.1203,-0.0182,615.75,44
114,615.6977,1.0974,-0.0048,1.1203,-0.0182,572.27,39
115,593.4925,1.4583,-0.0202,1.4967,-0.0182,576.37,39
116,325.4951,1.4583,-0.0202,1.4967,-0.0182,637.44,47
117,733.6053,1.4583,-0.0202,1.4967,-0.0182,623.25,44
118,587.7381,1.4583,-0.0202,1.4967,-0.0182,586.52,41
119,699.6545,1.4583,-0.0202,1.4967,-0.0182,607.46,42
120,681.0917,2.1478,-0.1002,2.2662,-0.0182,638.46,43
121,707.5167,2.1478,-0.1002,2.2662,-0.0182,590.40,42
122,723.7063,2.1478,-0.1002,2.2662,-0.0182,625.39,45
123,594.5577,2.1478,-0.1002,2.2662,-0.0182,596.39,39
124,719.4225,1.1119,-0.0257,1.1558,-0.0182,623.57,46
125,755.4561,1.1119,-0.0257,1.1558,-0.0182,647.99,47
126,719.0383,1.1119,-0.0257,1.1558,-0.0182,616.91,43
127,661.0218,1.1119,-0.0257,1.1558,-0.0182,597.54,41
128,546.8651,1.1119,-0.0257,1.1558,-0.0182,564.33,37
129,401.2000,0.7302,-0.0783,0.8267,-0.0182,374.07,27
130,283.7678,0.7302,-0.0783,0.8267,-0.0182,222.84,17
131,642.2650,0.7302,-0.0783,0.8267,-0.0182,572.16,43
132,766.9637,0.7302,-0.0783,0.8267,-0.0182,649.58,48
133,668.0686,0.7302,-0.0783,0.8267,-0.0182,549.07,40
134,699.0095,0.7302,-0.0783,0.8267,-0.0182,574.47,44
135,628.0027,1.5305,-0.0551,1.6038,-0.0182,578.86,39
136,689.2833,1.5305,-0.0551,1.6038,-0.0182,635.35,46
137,730.0804,1.5305,-0.0551,1.6038,-0.0182,614.89,46
138,682.8653,1.5305,-0.0551,1.6038,-0.0182,590.51,44
139,666.6794,0.9145,-0.0513,0.9840,-0.0182,574.66,42
140,290.2169,0.9145,-0.0513,0.9840,-0.0182,540.68,37
141,678.5485,0.9145,-0.0513,0.9840,-0.0182,627.09,45
142,259.0879,0.9145,-0.0513,0.9840,-0.0182,557.58,41
143,706.2812,0.9145,-0.0513,0.9840,-0.0182,609.36,42
144,454.8311,1.5191,-0.0255,1.5627,-0.0182,553.57,37
145,353.1607,1.5191,-0.0255,1.5627,-0.0182,525.54,37
146,594.3681,1.5191,-0.0255,1.5627,-0.0182,541.47,38
147,571.0474,1.5191,-0.0255,1.5627,-0.0182,556.60,37
148,664.7523,1.5191,-0.0255,1.5627,-0.0182,582.51,41
149,674.1003,1.2321,-0.1024,1.3526,-0.0182,578.48,43
150,559.6656,1.2321,-0.1024,1.3526,-0.0182,520.91,36
151,697.6253,1.2321,-0.1024,1.3526,-0.0182,533.00,38
152,449.9912,1.2321,-0.1024,1.3526,-0.0182,543.58,36
153,586.1024,1.2321,-0.1024,1.3526,-0.0182,530.47,36
154,392.7810,1.2321,-0.1024,1.3526,-0.0182,560.83,36
155,143.2621,1.9792,-0.0679,2.0653,-0.0182,146.93,11
156,561.6041,1.9792,-0.0679,2.0653,-0.0182,465.24,34
157,700.8464,1.9792,-0.0679,2.0653,-0.0182,638.04,45
158,706.9301,1.9792,-0.0679,2.0653,-0.0182,619.00,46
159,640.6133,1.9792,-0.0679,2.0653,-0.0182,557.89,40
160,631.5208,0.7025,-0.0587,0.7794,-0.0182,549.81,38
161,676.4369,0.7025,-0.0587,0.7794,-0.0182,588.92,43
162,640.0070,0.7025,-0.0587,0.7794,-0.0182,640.08,42
163,120.2148,0.7025,-0.0587,0.7794,-0.0182,600.85,39
164,738.1093,0.7025,-0.0587,0.7794,-0.0182,635.13,46
165,755.0112,1.1260,-0.0928,1.2369,-0.0182,599.42,45
166,725.6086,1.1260,-0.0928,1.2369,-0.0182,602.19,44
167,649.3357,1.1260,-0.0928,1.2369,-0.0182,575.93,43
168,577.2980,1.1260,-0.0928,1.2369,-0.0182,518.10,37
169,671.4422,1.1260,-0.0928,1.2369,-0.0182,653.87,42
170,861.7823,1.0410,-0.0780,1.1372,-0.0182,731.45,56
171,647.1302,1.0410,-0.0780,1.1372,-0.0182,590.33,42
172,783.8914,1.0410,-0.0780,1.1372,-0.0182,722.54,51
173,902.8440,1.0410,-0.0780,1.1372,-0.0182,752.49,60
174,426.3417,2.2264,-0.0148,2.2594,-0.0182,536.09,39
175,802.9643,2.2264,-0.0148,2.2594,-0.0182,619.22,47
176,958.2002,2.2264,-0.0148,2.2594,-0.0182,736.39,59
177,541.0627,2.2264,-0.0148,2.2594,-0.0182,522.58,37
178,344.9643,1.6532,-0.0780,1.7494,-0.0182,337.36,25
179,210.0698,1.6532,-0.0780,1.7494,-0.0182,167.32,13
180,830.5632,1.6532,-0.0780,1.7494,-0.0182,653.01,52
181,811.6866,1.6532,-0.0780,1.7494,-0.0182,584.93,48
182,744.0840,1.6532,-0.0780,1.7494,-0.0182,633.03,48
183,726.8151,1.4675,-0.0527,1.5384,-0.0182,596.38,48
184,950.0652,1.4675,-0.0527,1.5384,-0.0182,646.78,59
185,753.4203,1.4675,-0.0527,1.5384,-0.0182,599.56,51
186,759.2883,1.4675,-0.0527,1.5384,-0.0182,672.64,52
187,720.5144,1.8700,0.0070,1.8811,-0.0182,550.75,44
188,684.3234,1.8700,0.0070,1.8811,-0.0182,556.35,45
189,737.5372,1.8700,0.0070,1.8811,-0.0182,543.06,45
190,604.5581,1.8700,0.0070,1.8811,-0.0182,568.05,40
191,717.3930,1.8700,0.0070,1.8811,-0.0182,617.76,47
192,737.7328,1.4446,-0.0537,1.5165,-0.0182,600.53,42
193,854.7853,1.4446,-0.0537,1.5165,-0.0182,593.58,49
194,881.0813,1.4446,-0.0537,1.5165,-0.0182,602.64,52
195,649.6209,1.4446,-0.0537,1.5165,-0.0182,535.28,45
196,797.7301,1.3014,-0.0529,1.3725,-0.0182,598.47,49
197,729.9155,1.3014,-0.0529,1.3725,-0.0182,588.98,47
198,759.7809,1.3014,-0.0529,1.3725,-0.0182,512.08,40
199,696.2178,1.3014,-0.0529,1.3725,-0.0182,549.99,43
200,647.1218,0.9114,-0.0552,0.9848,-0.0182,549.10,41
201,774.1784,0.9114,-0.0552,0.9848,-0.0182,623.39,50
202,596.4268,0.9114,-0.0552,0.9848,-0.0182,563.55,39
203,893.2738,0.9114,-0.0552,0.9848,-0.0182,660.68,54
204,728.3121,0.9114,-0.0552,0.9848,-0.0182,667.43,52
205,921.0761,2.6180,-0.0220,2.6581,-0.0182,724.05,58
206,743.6418,2.6180,-0.0220,2.6581,-0.0182,589.80,48
207,809.3151,2.6180,-0.0220,2.6581,-0.0182,616.04,51
208,681.3557,2.6180,-0.0220,2.6581,-0.0182,547.29,43
209,761.5788,1.5443,-0.0556,1.6181,-0.0182,613.51,45
210,855.6610,1.5443,-0.0556,1.6181,-0.0182,636.23,51
211,607.9980,1.5443,-0.0556,1.6181,-0.0182,531.42,39
212,565.4446,1.5443,-0.0556,1.6181,-0.0182,608.79,46
213,823.0180,2.0549,-0.0578,2.1309,-0.0182,650.63,51
214,726.9765,2.0549,-0.0578,2.1309,-0.0182,596.40,45
215,-1772.6735,2.0549,-0.0578,2.1309,-0.0182,619.74,45
216,676.9439,2.0549,-0.0578,2.1309,-0.0182,579.84,43
217,772.5160,0.8328,-0.0474,0.8983,-0.0182,598.94,49
218,705.8531,0.8328,-0.0474,0.8983,-0.0182,603.63,49
219,-1508.4023,0.8328,-0.0474,0.8983,-0.0182,607.98,47
220,625.9971,0.8328,-0.0474,0.8983,-0.0182,531.50,38
221,590.9892,0.8328,-0.0474,0.8983,-0.0182,530.30,37
222,667.5867,1.1284,-0.0279,1.1744,-0.0182,635.16,44
223,215.6396,1.1284,-0.0279,1.1744,-0.0182,598.26,49
224,753.5361,1.1284,-0.0279,1.1744,-0.0182,564.47,45
225,620.6958,1.1284,-0.0279,1.1744,-0.0182,630.40,53
226,711.2421,1.2208,-0.0797,1.3186,-0.0182,657.25,44
227,668.5813,1.2208,-0.0797,1.3186,-0.0182,574.14,44
228,734.6679,1.2208,-0.0797,1.3186,-0.0182,594.86,46
229,748.0933,1.2208,-0.0797,1.3186,-0.0182,572.57,45
230,791.4267,1.2208,-0.0797,1.3186,-0.0182,667.19,48
231,848.6260,0.9200,-0.0519,0.9901,-0.0182,711.80,48
232,37.2068,0.9200,-0.0519,0.9901,-0.0182,576.00,43
233,695.0596,0.9200,-0.0519,0.9901,-0.0182,545.03,43
234,782.4291,0.9200,-0.0519,0.9901,-0.0182,600.83,44
235,865.4498,2.9019,-0.0781,2.9982,-0.0182,670.90,50
236,764.3316,2.9019,-0.0781,2.9982,-0.0182,647.78,45
237,629.4926,2.9019,-0.0781,2.9982,-0.0182,616.21,40
238,631.3990,2.9019,-0.0781,2.9982,-0.0182,644.99,41
239,878.9472,1.0689,-0.0039,1.0909,-0.0182,685.32,54
240,773.1971,1.0689,-0.0039,1.0909,-0.0182,592.70,48
241,630.5279,1.0689,-0.0039,1.0909,-0.0182,583.13,40
242,643.9168,1.0689,-0.0039,1.0909,-0.0182,591.76,42
243,791.0834,1.0689,-0.0039,1.0909,-0.0182,618.86,49
244,755.8095,2.2850,-0.0504,2.3535,-0.0182,593.34,48
245,589.1011,2.2850,-0.0504,2.3535,-0.0182,526.40,39
246,660.5554,2.2850,-0.0504,2.3535,-0.0182,540.68,41
247,717.3576,2.2850,-0.0504,2.3535,-0.0182,559.58,43
248,662.4709,2.2850,-0.0504,2.3535,-0.0182,574.49,42
249,789.1063,1.1873,-0.0582,1.2636,-0.0182,585.46,48
250,795.3123,1.1873,-0.0582,1.2636,-0.0182,625.65,48
251,802.8219,1.1873,-0.0582,1.2636,-0.0182,552.09,43
252,667.1608,1.1873,-0.0582,1.2636,-0.0182,574.97,44
253,490.3171,0.8033,-0.0499,0.8714,-0.0182,484.78,32
254,719.0676,0.8033,-0.0499,0.8714,-0.0182,571.51,45
255,628.6540,0.8033,-0.0499,0.8714,-0.0182,547.38,39
256,606.2864,0.8033,-0.0499,0.8714,-0.0182,534.66,39
257,744.3277,0.8033,-0.0499,0.8714,-0.0182,596.67,48
258,749.6598,1.3293,-0.0744,1.4218,-0.0182,617.22,47
259,611.2510,1.3293,-0.0744,1.4218,-0.0182,522.29,38
260,694.3180,1.3293,-0.0744,1.4218,-0.0182,554.61,41
261,538.0660,1.3293,-0.0744,1.4218,-0.0182,560.33,35
262,592.0781,1.3293,-0.0744,1.4218,-0.0182,569.07,38
263,554.9506,1.5180,-0.0985,1.6346,-0.0182,555.87,34
264,726.7242,1.5180,-0.0985,1.6346,-0.0182,560.90,41
265,611.0729,1.5180,-0.0985,1.6346,-0.0182,525.95,38
266,673.5296,1.5180,-0.0985,1.6346,-0.0182,546.08,41
267,739.8386,1.5180,-0.0985,1.6346,-0.0182,582.82,45
268,634.3638,1.1097,-0.0660,1.1938,-0.0182,563.44,41
269,559.9986,1.1097,-0.0660,1.1938,-0.0182,517.17,35
270,561.1236,1.1097,-0.0660,1.1938,-0.0182,542.36,35
271,671.3709,1.1097,-0.0660,1.1938,-0.0182,587.40,42
272,722.0944,1.1097,-0.0660,1.1938,-0.0182,569.24,43
273,471.5616,1.0616,-0.0274,1.1072,-0.0182,489.48,29
274,595.1489,1.0616,-0.0274,1.1072,-0.0182,528.32,39
275,760.8556,1.0616,-0.0274,1.1072,-0.0182,614.75,48
276,381.1866,1.0616,-0.0274,1.1072,-0.0182,641.67,46
277,714.9754,1.0616,-0.0274,1.1072,-0.0182,587.92,46
278,667.9387,2.2062,-0.0523,2.2766,-0.0182,628.09,42
279,681.2093,2.2062,-0.0523,2.2766,-0.0182,585.58,42
280,724.5175,2.2062,-0.0523,2.2766,-0.0182,591.06,42
281,666.9459,2.2062,-0.0523,2.2766,-0.0182,529.77,41
282,710.0768,2.2062,-0.0523,2.2766,-0.0182,551.28,41
283,675.2414,1.4545,-0.0219,1.4945,-0.0182,594.78,42
284,688.9434,1.4545,-0.0219,1.4945,-0.0182,614.48,43
285,663.7951,1.4545,-0.0219,1.4945,-0.0182,531.23,39
286,568.5283,1.4545,-0.0219,1.4945,-0.0182,533.98,37
287,717.0536,1.4545,-0.0219,1.4945,-0.0182,602.28,42
288,691.3134,0.7182,-0.0594,0.7957,-0.0182,629.84,45
289,601.9266,0.7182,-0.0594,0.7957,-0.0182,540.75,37
290,625.3106,0.7182,-0.0594,0.7957,-0.0182,528.51,40
291,537.3007,0.7182,-0.0594,0.7957,-0.0182,447.67,31
292,553.8568,0.7182,-0.0594,0.7957,-0.0182,658.29,47
293,628.0948,1.1730,-0.0310,1.2222,-0.0182,585.02,42
294,698.4361,1.1730,-0.0310,1.2222,-0.0182,577.21,42
295,627.8352,1.1730,-0.0310,1.2222,-0.0182,528.29,38
296,554.0070,1.1730,-0.0310,1.2222,-0.0182,527.74,35
297,489.4609,1.1730,-0.0310,1.2222,-0.0182,537.45,31
298,826.5599,0.8788,-0.0022,0.8992,-0.0182,563.71,46
299,648.8489,0.8788,-0.0022,0.8992,-0.0182,625.86,45
300,718.0965,0.8788,-0.0022,0.8992,-0.0182,557.53,40
301,647.9711,0.8788,-0.0022,0.8992,-0.0182,563.27,39
302,612.5774,0.8788,-0.0022,0.8992,-0.0182,529.69,39
303,742.8357,1.2729,-0.0432,1.3342,-0.0182,529.51,39
304,521.6356,1.2729,-0.0432,1.3342,-0.0182,497.16,32
305,720.1636,1.2729,-0.0432,1.3342,-0.0182,513.07,38
306,472.2397,1.2729,-0.0432,1.3342,-0.0182,490.75,30
307,763.5701,1.2729,-0.0432,1.3342,-0.0182,583.42,40
308,717.7928,1.1537,-0.0242,1.1960,-0.0182,560.54,40
309,529.5283,1.1537,-0.0242,1.1960,-0.0182,524.38,35
310,554.9940,1.1537,-0.0242,1.1960,-0.0182,463.22,33
311,901.3120,1.1537,-0.0242,1.1960,-0.0182,583.67,47
312,557.5903,1.1537,-0.0242,1.1960,-0.0182,491.67,33
313,678.9420,0.9997,-0.0221,1.0400,-0.0182,534.56,39
314,701.1166,0.9997,-0.0221,1.0400,-0.0182,530.18,40
315,660.5422,0.9997,-0.0221,1.0400,-0.0182,574.61,39
316,552.1561,0.9997,-0.0221,1.0400,-0.0182,502.67,33
317,644.7727,0.9997,-0.0221,1.0400,-0.0182,556.63,38
318,672.6621,0.9997,-0.0221,1.0400,-0.0182,573.16,39
319,151.3933,1.7948,-0.0535,1.8665,-0.0182,160.65,11
320,453.8240,1.7948,-0.0535,1.8665,-0.0182,367.85,26
321,579.1321,1.7948,-0.0535,1.8665,-0.0182,506.69,34
322,684.0734,1.7948,-0.0535,1.8665,-0.0182,553.19,41
323,735.1424,1.7948,-0.0535,1.8665,-0.0182,548.16,40
324,614.7733,1.7948,-0.0535,1.8665,-0.0182,538.91,38
325,703.0973,1.2704,-0.0889,1.3774,-0.0182,547.61,42
326,675.5069,1.2704,-0.0889,1.3774,-0.0182,532.66,40
327,541.9894,1.2704,-0.0889,1.3774,-0.0182,505.04,33
328,640.3144,1.2704,-0.0889,1.3774,-0.0182,607.07,44
329,609.4227,1.2704,-0.0889,1.3774,-0.0182,515.34,36
330,734.0276,0.6646,-0.0528,0.7355,-0.0182,538.84,42
331,525.0168,0.6646,-0.0528,0.7355,-0.0182,559.95,44
332,665.2098,0.6646,-0.0528,0.7355,-0.0182,558.20,41
333,718.1634,0.6646,-0.0528,0.7355,-0.0182,562.29,41
334,771.0299,0.6646,-0.0528,0.7355,-0.0182,539.93,45
335,634.1204,1.6553,-0.0482,1.7217,-0.0182,558.42,39
336,828.0075,1.6553,-0.0482,1.7217,-0.0182,620.44,50
337,731.6121,1.6553,-0.0482,1.7217,-0.0182,539.68,44
338,574.8745,1.6553,-0.0482,1.7217,-0.0182,507.42,36
339,735.9018,1.6553,-0.0482,1.7217,-0.0182,570.62,42
340,813.5076,1.1153,-0.0176,1.1511,-0.0182,580.66,43
341,711.9937,1.1153,-0.0176,1.1511,-0.0182,559.23,41
342,767.1778,1.1153,-0.0176,1.1511,-0.0182,581.15,42
343,709.0737,1.1153,-0.0176,1.1511,-0.0182,521.39,41
344,597.2654,0.4723,-0.0498,0.5403,-0.0182,441.25,35
345,130.3843,0.4723,-0.0498,0.5403,-0.0182,106.93,9
346,701.7292,0.4723,-0.0498,0.5403,-0.0182,550.54,40
347,769.0979,0.4723,-0.0498,0.5403,-0.0182,604.57,45
348,600.1129,0.4723,-0.0498,0.5403,-0.0182,556.76,38
349,719.0156,0.4723,-0.0498,0.5403,-0.0182,536.15,41
350,665.5857,1.0451,-0.0135,1.0768,-0.0182,543.14,39
351,742.5510,1.0451,-0.0135,1.0768,-0.0182,620.46,44
352,739.9999,1.0451,-0.0135,1.0768,-0.0182,582.87,43
353,611.0312,1.0451,-0.0135,1.0768,-0.0182,530.68,36
354,596.9543,1.0451,-0.0135,1.0768,-0.0182,573.51,35
355,813.5121,0.4652,-0.0154,0.4988,-0.0182,615.22,44
356,673.0473,0.4652,-0.0154,0.4988,-0.0182,618.23,41
357,681.0076,0.4652,-0.0154,0.4988,-0.0182,545.08,40
358,463.5187,0.4652,-0.0154,0.4988,-0.0182,643.81,47
359,670.8606,0.4652,-0.0154,0.4988,-0.0182,591.74,40
360,725.0558,0.9437,-0.0786,1.0404,-0.0182,550.07,42
361,722.4895,0.9437,-0.0786,1.0404,-0.0182,630.19,45
362,670.2994,0.9437,-0.0786,1.0404,-0.0182,646.37,42
363,801.4550,0.9437,-0.0786,1.0404,-0.0182,574.23,43
364,697.7667,0.9437,-0.0786,1.0404,-0.0182,570.67,42
365,738.9464,0.8690,-0.0075,0.8947,-0.0182,598.42,45
366,622.1430,0.8690,-0.0075,0.8947,-0.0182,540.65,37
367,670.8560,0.8690,-0.0075,0.8947,-0.0182,594.68,38
368,692.4813,0.8690,-0.0075,0.8947,-0.0182,573.43,44
369,631.9834,0.8690,-0.0075,0.8947,-0.0182,545.74,39
370,7.2435,0.6208,0.0005,0.6384,-0.0182,18.73,1
371,596.3064,0.6208,0.0005,0.6384,-0.0182,560.92,35
372,692.2884,0.6208,0.0005,0.6384,-0.0182,576.23,44
373,204.3862,0.6208,0.0005,0.6384,-0.0182,582.26,47
374,577.7779,0.6208,0.0005,0.6384,-0.0182,523.96,37
375,633.9164,1.1127,0.0071,1.1237,-0.0182,610.37,39
376,668.1564,1.1127,0.0071,1.1237,-0.0182,593.27,40
377,774.9822,1.1127,0.0071,1.1237,-0.0182,630.38,47
378,561.6373,1.1127,0.0071,1.1237,-0.0182,531.41,34
379,748.2352,1.1127,0.0071,1.1237,-0.0182,587.85,40
380,579.4811,0.6221,-0.0698,0.7101,-0.0182,545.04,37
381,761.8514,0.6221,-0.0698,0.7101,-0.0182,607.87,44
382,593.0935,0.6221,-0.0698,0.7101,-0.0182,551.89,36
383,739.9037,0.6221,-0.0698,0.7101,-0.0182,650.51,44
384,571.2237,0.6221,-0.0698,0.7101,-0.0182,503.05,34
385,781.6302,0.8036,-0.0545,0.8762,-0.0182,652.66,46
386,752.3869,0.8036,-0.0545,0.8762,-0.0182,653.11,44
387,763.2182,0.8036,-0.0545,0.8762,-0.0182,669.74,48
388,617.3667,0.8036,-0.0545,0.8762,-0.0182,600.46,41
389,815.9702,0.8036,-0.0545,0.8762,-0.0182,592.90,48
390,719.5021,1.5040,-0.0689,1.5911,-0.0182,615.75,41
391,689.8587,1.5040,-0.0689,1.5911,-0.0182,525.29,38
392,662.8102,1.5040,-0.0689,1.5911,-0.0182,564.35,40
393,673.8918,1.5040,-0.0689,1.5911,-0.0182,576.23,41
394,640.0936,1.5040,-0.0689,1.5911,-0.0182,619.16,44
395,178.4222,0.7845,-0.0605,0.8631,-0.0182,144.13,11
396,470.9675,0.7845,-0.0605,0.8631,-0.0182,361.10,27
397,678.6281,0.7845,-0.0605,0.8631,-0.0182,591.02,46
