episode,total_reward,duration_sec,steps,avg_reward_per_step,avg_reward_per_sec
151,763.1579,736.30,49,15.5747,1.0365
152,544.5140,570.26,35,15.5575,0.9549
153,619.5765,620.53,39,15.8866,0.9985
154,474.3341,587.81,36,13.1759,0.8070
155,520.5458,614.63,39,13.3473,0.8469
156,569.1897,645.55,39,14.5946,0.8817
157,692.3497,646.55,42,16.4845,1.0708
158,763.3787,761.08,51,14.9682,1.0030
159,684.9192,742.30,49,13.9779,0.9227
160,721.7249,752.51,48,15.0359,0.9591
161,739.0351,682.91,46,16.0660,1.0822
162,690.1295,676.93,45,15.3362,1.0195
163,608.6888,630.76,42,14.4926,0.9650
164,642.5192,599.78,40,16.0630,1.0713
165,544.4738,567.79,37,14.7155,0.9589
166,1036.2606,815.30,64,16.1916,1.2710
167,624.5058,610.10,39,16.0130,1.0236
168,779.4101,722.21,51,15.2826,1.0792
169,665.0600,620.37,40,16.6265,1.0720
170,342.0848,584.51,34,10.0613,0.5852
171,793.0295,738.24,51,15.5496,1.0742
172,569.6115,590.18,37,15.3949,0.9651
173,604.7524,554.11,33,18.3258,1.0914
174,1012.0304,881.03,69,14.6671,1.1487
175,1057.1623,883.09,66,16.0176,1.1971
176,587.2631,647.89,41,14.3235,0.9064
177,520.5297,560.18,35,14.8723,0.9292
178,619.1907,684.16,42,14.7426,0.9050
179,748.0827,676.98,43,17.3973,1.1050
180,775.3677,740.80,52,14.9109,1.0467
181,719.8342,695.73,48,14.9965,1.0346
182,638.5062,692.78,44,14.5115,0.9217
183,652.1031,632.84,40,16.3026,1.0304
184,656.2314,606.22,38,17.2692,1.0825
185,500.9306,680.22,46,10.8898,0.7364
186,848.5888,750.77,52,16.3190,1.1303
187,791.8237,632.65,45,17.5961,1.2516
188,1025.3853,911.09,71,14.4420,1.1254
189,800.6408,723.88,52,15.3969,1.1060
190,849.2030,802.99,56,15.1643,1.0576
191,987.2199,875.81,64,15.4253,1.1272
192,794.1884,666.43,46,17.2650,1.1917
193,724.1430,714.36,47,15.4073,1.0137
194,1286.8265,1037.18,81,15.8867,1.2407
195,1148.6958,943.39,69,16.6478,1.2176
196,1164.9836,997.11,78,14.9357,1.1684
197,733.3626,687.67,47,15.6035,1.0664
198,644.5939,587.08,41,15.7218,1.0980
199,590.1200,536.84,35,16.8606,1.0992
200,600.4822,585.61,37,16.2292,1.0254
201,578.2817,554.20,37,15.6292,1.0434
202,540.5574,581.07,37,14.6097,0.9303
203,648.2266,603.69,40,16.2057,1.0738
204,555.5142,565.17,37,15.0139,0.9829
205,1139.9592,1003.98,76,14.9995,1.1354
206,1315.9518,1060.55,85,15.4818,1.2408
207,827.2337,660.06,47,17.6007,1.2533
208,1038.5917,898.28,68,15.2734,1.1562
209,758.0538,636.23,44,17.2285,1.1915
210,519.0562,486.89,30,17.3019,1.0661
211,456.6022,487.33,28,16.3072,0.9370
212,735.3333,619.28,41,17.9350,1.1874
213,607.9285,587.93,36,16.8869,1.0340
214,488.9541,478.80,29,16.8605,1.0212
215,626.9059,596.04,39,16.0745,1.0518
216,987.2228,864.70,62,15.9229,1.1417
217,677.0009,614.88,40,16.9250,1.1010
218,697.8784,698.69,45,15.5084,0.9988
219,626.6740,551.71,35,17.9050,1.1359
220,548.5081,541.03,34,16.1326,1.0138
221,729.8707,675.60,45,16.2193,1.0803
222,666.4311,654.74,44,15.1462,1.0179
223,629.6648,634.07,40,15.7416,0.9931
224,564.2134,549.84,34,16.5945,1.0261
225,615.1186,615.12,38,16.1873,1.0000
226,688.8288,656.90,43,16.0193,1.0486
227,715.7570,675.24,45,15.9057,1.0600
228,691.7424,653.46,45,15.3721,1.0586
229,647.3062,653.76,44,14.7115,0.9901
230,533.8868,571.57,34,15.7026,0.9341
231,755.7646,678.17,45,16.7948,1.1144
232,862.5625,764.45,56,15.4029,1.1283
233,700.1022,601.81,40,17.5026,1.1633
234,673.0537,612.50,40,16.8263,1.0989
235,482.0468,605.11,37,13.0283,0.7966
236,557.8628,624.93,37,15.0774,0.8927
237,525.4287,587.03,36,14.5952,0.8951
238,561.5450,579.68,34,16.5160,0.9687
239,562.3037,614.91,38,14.7975,0.9144
240,622.0623,565.82,35,17.7732,1.0994
241,596.0308,599.88,38,15.6850,0.9936
242,616.7508,571.29,34,18.1397,1.0796
243,601.3498,567.21,37,16.2527,1.0602
244,511.9249,517.17,32,15.9977,0.9899
245,623.3724,596.19,38,16.4045,1.0456
246,469.2107,529.56,30,15.6404,0.8860
247,856.1694,756.47,54,15.8550,1.1318
248,582.6062,564.55,36,16.1835,1.0320
249,549.4070,561.68,34,16.1590,0.9781
250,535.9920,556.53,34,15.7645,0.9631
251,745.1420,680.32,46,16.1987,1.0953
252,783.6303,704.85,50,15.6726,1.1118
253,694.8857,684.91,46,15.1062,1.0146
254,735.5111,710.49,48,15.3231,1.0352
255,442.1039,714.01,48,9.2105,0.6192
256,605.8252,592.93,37,16.3737,1.0218
257,644.0282,608.74,39,16.5135,1.0580
258,514.6832,561.34,34,15.1377,0.9169
259,516.0521,576.67,35,14.7443,0.8949
260,483.0087,631.84,41,11.7807,0.7644
261,536.5223,582.23,36,14.9034,0.9215
262,604.3035,593.39,37,16.3325,1.0184
263,651.4192,612.30,43,15.1493,1.0639
264,612.1442,824.62,37,16.5444,0.7423
265,812.6093,1392.42,56,14.5109,0.5836
266,651.1057,823.17,40,16.2776,0.7910
267,343.5112,552.95,51,6.7355,0.6212
268,615.7641,493.94,40,15.3941,1.2466
269,609.4954,752.81,38,16.0394,0.8096
270,684.9883,1040.32,39,17.5638,0.6584
271,610.0992,1081.56,40,15.2525,0.5641
272,568.5587,619.99,39,14.5784,0.9171
273,668.3297,963.59,43,15.5426,0.6936
274,652.2597,756.22,41,15.9088,0.8625
275,538.4147,932.68,36,14.9560,0.5773
276,587.6781,1037.01,39,15.0687,0.5667
277,564.5091,964.91,38,14.8555,0.5850
278,625.9368,634.66,39,16.0497,0.9863
279,670.0239,477.53,43,15.5820,1.4031
280,634.7115,481.44,42,15.1122,1.3184
281,616.4062,439.03,37,16.6596,1.4040
282,681.3472,526.44,46,14.8119,1.2943
283,811.7878,584.12,54,15.0331,1.3898
284,667.4128,492.21,44,15.1685,1.3560
285,569.7715,449.65,38,14.9940,1.2672
286,572.5842,503.26,42,13.6330,1.1378
287,621.9450,496.74,43,14.4638,1.2521
288,561.7950,463.19,39,14.4050,1.2129
289,-3.8724,93.81,7,-0.5532,-0.0413
290,154.7067,329.93,28,5.5252,0.4689
291,554.4715,437.70,37,14.9857,1.2668
292,557.7585,456.03,38,14.6779,1.2231
293,541.2181,436.78,36,15.0338,1.2391
294,531.6197,460.73,40,13.2905,1.1539
295,673.1300,488.60,43,15.6542,1.3777
296,819.4627,511.43,48,17.0721,1.6023
297,638.7193,464.13,42,15.2076,1.3762
298,540.6556,486.94,46,11.7534,1.1103
299,586.5683,450.35,42,13.9659,1.3025
300,504.2153,474.11,40,12.6054,1.0635
301,964.0009,628.60,63,15.3016,1.5336
302,675.1468,461.91,43,15.7011,1.4616
303,625.7679,458.07,42,14.8992,1.3661
304,617.5024,478.82,43,14.3605,1.2896
305,638.7317,482.86,43,14.8542,1.3228
306,612.9283,467.41,42,14.5935,1.3113
307,645.9080,500.95,46,14.0415,1.2894
308,563.2182,419.86,39,14.4415,1.3414
309,695.3015,483.28,47,14.7936,1.4387
310,877.5440,581.94,58,15.1301,1.5080
311,566.1501,469.04,38,14.8987,1.2070
312,586.0381,462.00,40,14.6510,1.2685
313,232.3875,172.20,16,14.5242,1.3495
314,356.3948,284.97,26,13.7075,1.2506
315,607.2062,446.76,41,14.8099,1.3591
316,969.4133,544.42,62,15.6357,1.7806
317,532.9458,451.15,41,12.9987,1.1813
318,601.7984,445.07,40,15.0450,1.3521
319,688.5222,462.65,47,14.6494,1.4882
320,474.9750,416.92,36,13.1938,1.1393
321,585.0300,447.55,41,14.2690,1.3072
322,643.2032,484.21,44,14.6183,1.3283
323,633.4011,463.54,44,14.3955,1.3664
324,622.7145,479.60,43,14.4817,1.2984
325,592.3590,449.98,41,14.4478,1.3164
326,519.1015,453.14,38,13.6606,1.1456
327,504.5955,445.61,39,12.9383,1.1324
328,548.7860,426.44,40,13.7197,1.2869
329,846.1115,497.88,50,16.9222,1.6994
330,604.7636,442.19,40,15.1191,1.3677
331,655.6471,474.05,45,14.5699,1.3831
332,369.6600,439.12,41,9.0161,0.8418
333,638.4623,486.14,47,13.5843,1.3133
334,553.2007,448.51,39,14.1846,1.2334
335,652.6857,467.30,43,15.1787,1.3967
336,694.8894,466.41,41,16.9485,1.4899
337,450.1272,359.28,31,14.5202,1.2529
338,234.4181,141.38,14,16.7441,1.6581
339,462.2623,403.51,35,13.2075,1.1456
340,630.5183,476.26,42,15.0123,1.3239
341,554.0216,443.41,39,14.2057,1.2494
342,1023.0910,606.14,63,16.2395,1.6879
343,392.3610,501.58,46,8.5296,0.7822
344,383.1506,581.91,56,6.8420,0.6584
345,592.6658,453.38,43,13.7829,1.3072
346,702.0060,509.92,47,14.9363,1.3767
347,634.0232,507.70,44,14.4096,1.2488
348,741.3449,554.62,52,14.2566,1.3367
349,649.1818,519.11,46,14.1126,1.2506
350,468.0109,525.79,48,9.7502,0.8901
351,807.9336,566.54,55,14.6897,1.4261
352,690.7389,486.12,46,15.0161,1.4209
353,731.6784,544.29,49,14.9322,1.3443
354,682.0711,504.55,46,14.8276,1.3518
355,695.0304,530.89,49,14.1843,1.3092
356,740.6310,478.96,47,15.7581,1.5463
357,740.5583,528.17,49,15.1134,1.4021
358,807.9908,552.37,54,14.9628,1.4628
359,428.9675,339.06,30,14.2989,1.2652
360,308.6080,196.11,21,14.6956,1.5737
361,704.5111,517.78,49,14.3778,1.3606
362,604.6823,457.80,42,14.3972,1.3208
363,775.9542,503.19,48,16.1657,1.5421
364,684.9936,492.70,44,15.5680,1.3903
365,668.5053,422.77,39,17.1412,1.5813
366,1057.1114,647.41,67,15.7778,1.6328
367,618.3560,458.59,41,15.0819,1.3484
368,721.5943,521.26,47,15.3531,1.3843
369,637.6365,465.73,45,14.1697,1.3691
370,814.7098,515.38,53,15.3719,1.5808
371,726.8411,434.23,43,16.9033,1.6738
372,730.1576,511.76,48,15.2116,1.4268
373,638.2339,477.64,44,14.5053,1.3362
374,691.9806,461.51,42,16.4757,1.4994
375,717.3053,486.54,48,14.9439,1.4743
376,754.1284,493.24,49,15.3904,1.5289
377,671.6752,458.69,43,15.6204,1.4643
378,710.3571,495.34,47,15.1140,1.4341
379,715.4904,451.76,46,15.5541,1.5838
380,791.7367,488.60,50,15.8347,1.6204
381,645.9011,425.83,44,14.6796,1.5168
382,69.9753,33.07,5,13.9951,2.1159
383,839.9549,458.85,46,18.2599,1.8306
384,711.3867,463.08,46,15.4649,1.5362
385,1312.7509,678.93,83,15.8163,1.9336
386,956.8071,612.81,65,14.7201,1.5614
387,688.4742,412.94,42,16.3922,1.6673
388,795.9688,462.05,46,17.3037,1.7227
389,796.0850,489.80,50,15.9217,1.6253
390,755.0225,475.38,48,15.7296,1.5883
391,833.2319,557.31,57,14.6181,1.4951
392,750.4741,441.92,44,17.0562,1.6982
393,846.1498,466.19,49,17.2684,1.8150
394,783.6075,481.97,49,15.9920,1.6258
395,875.6533,488.06,51,17.1697,1.7941
396,939.4490,482.96,53,17.7255,1.9452
397,871.0519,466.99,50,17.4210,1.8653
398,895.6341,484.62,53,16.8988,1.8481
399,766.7645,480.15,47,16.3141,1.5969
400,743.2389,501.64,52,14.2931,1.4816
401,797.7026,490.18,51,15.6412,1.6274
402,171.7947,135.91,13,13.2150,1.2640
403,598.6948,356.16,38,15.7551,1.6810
404,755.5365,455.74,48,15.7403,1.6578
405,736.5924,461.21,50,14.7318,1.5971
406,849.0076,512.52,55,15.4365,1.6565
407,865.1352,510.08,55,15.7297,1.6961
408,970.0930,538.27,58,16.7257,1.8022
409,960.4653,538.39,59,16.2791,1.7840
410,864.0325,518.38,58,14.8971,1.6668
411,556.6580,368.53,34,16.3723,1.5105
412,849.7772,536.47,56,15.1746,1.5840
413,858.1565,514.24,55,15.6028,1.6688
414,840.2170,527.52,55,15.2767,1.5928
415,826.2652,494.28,51,16.2013,1.6717
416,889.6908,510.44,55,16.1762,1.7430
417,1085.8773,595.92,64,16.9668,1.8222
418,883.0696,483.72,50,17.6614,1.8256
419,865.5459,548.21,55,15.7372,1.5789
420,756.3573,539.32,53,14.2709,1.4024
421,899.2672,479.52,51,17.6327,1.8754
422,215.5025,126.28,14,15.3930,1.7065
423,840.0369,536.30,55,15.2734,1.5663
424,1024.6495,521.72,52,19.7048,1.9640
425,967.6739,560.68,57,16.9767,1.7259
426,737.7481,506.51,50,14.7550,1.4565
427,757.4951,458.95,47,16.1169,1.6505
428,684.2626,441.92,43,15.9131,1.5484
429,934.1974,498.72,54,17.3000,1.8732
430,816.0328,470.68,50,16.3207,1.7337
431,620.8333,429.37,40,15.5208,1.4459
432,893.4047,511.56,49,18.2327,1.7464
433,722.8991,437.39,45,16.0644,1.6527
434,811.6464,508.98,54,15.0305,1.5947
435,874.0266,487.47,52,16.8082,1.7930
436,914.7123,459.78,48,19.0565,1.9895
437,653.2760,430.48,39,16.7507,1.5176
438,719.9753,497.30,47,15.3186,1.4478
439,676.9871,461.21,45,15.0442,1.4678
440,850.2526,521.40,51,16.6716,1.6307
441,673.0486,469.47,40,16.8262,1.4336
442,731.9495,449.63,44,16.6352,1.6279
443,392.5647,244.36,24,16.3569,1.6065
444,314.5505,181.99,19,16.5553,1.7284
445,866.3580,493.41,44,19.6900,1.7559
446,701.3207,514.23,46,15.2461,1.3638
447,744.9908,469.21,49,15.2039,1.5878
448,764.2181,571.66,51,14.9847,1.3368
449,747.3214,503.22,52,14.3716,1.4851
450,723.0555,547.83,49,14.7562,1.3199
451,699.0230,437.09,40,17.4756,1.5993
452,760.1240,504.32,51,14.9044,1.5072
453,659.0643,494.24,45,14.6459,1.3335
454,684.2761,450.62,44,15.5517,1.5185
455,856.8221,572.42,52,16.4773,1.4968
456,766.8265,500.55,47,16.3155,1.5320
457,675.2302,535.52,47,14.3666,1.2609
458,854.5743,542.54,48,17.8036,1.5751
459,814.8226,471.28,48,16.9755,1.7289
460,621.9666,437.17,40,15.5492,1.4227
461,669.4168,506.37,48,13.9462,1.3220
462,590.7340,450.66,37,15.9658,1.3108
463,696.3449,512.60,45,15.4743,1.3585
464,734.9685,515.32,46,15.9776,1.4262
465,478.4455,450.18,34,14.0719,1.0628
466,234.8138,217.75,18,13.0452,1.0784
467,539.2102,329.88,30,17.9737,1.6346
468,589.4391,486.21,38,15.5116,1.2123
469,636.7304,517.83,42,15.1602,1.2296
470,742.7096,542.55,47,15.8023,1.3689
471,489.6401,445.39,34,14.4012,1.0994
472,696.4588,492.41,46,15.1404,1.4144
473,660.7249,501.27,45,14.6828,1.3181
474,868.1245,549.15,51,17.0220,1.5809
475,687.4687,557.69,52,13.2206,1.2327
476,814.0002,469.56,52,15.6538,1.7335
477,682.1878,471.73,41,16.6387,1.4461
478,543.4323,467.43,38,14.3008,1.1626
479,784.9298,552.47,52,15.0948,1.4208
480,817.5129,482.95,52,15.7214,1.6928
481,668.5964,462.68,41,16.3072,1.4451
482,688.1510,455.10,47,14.6415,1.5121
483,724.5677,474.24,42,17.2516,1.5279
484,563.0370,456.92,40,14.0759,1.2323
485,913.8794,548.35,53,17.2430,1.6666
486,682.4106,437.86,44,15.5093,1.5585
487,727.1584,481.82,43,16.9107,1.5092
488,908.4575,507.77,52,17.4703,1.7891
489,329.6361,178.82,18,18.3131,1.8434
490,546.1773,269.70,29,18.8337,2.0251
491,546.2205,408.66,35,15.6063,1.3366
492,665.1046,489.38,43,15.4675,1.3591
493,893.8055,488.39,50,17.8761,1.8301
494,685.3457,498.65,46,14.8988,1.3744
495,668.6544,524.69,46,14.5360,1.2744
496,817.5201,522.53,49,16.6841,1.5645
497,582.3550,456.27,43,13.5431,1.2763
498,838.0802,515.14,49,17.1037,1.6269
499,798.7928,488.31,51,15.6626,1.6358
500,554.4207,380.30,36,15.4006,1.4579
501,599.7675,464.82,41,14.6285,1.2903
502,590.8704,453.26,39,15.1505,1.3036
503,832.6892,480.40,49,16.9937,1.7333
504,807.8705,443.09,45,17.9527,1.8233
505,823.8577,476.26,51,16.1541,1.7299
506,824.7577,459.06,47,17.5480,1.7966
507,554.4450,419.26,37,14.9850,1.3224
508,767.6761,459.60,47,16.3335,1.6703
509,681.2969,424.14,43,15.8441,1.6063
510,578.7884,381.55,37,15.6429,1.5169
511,624.4640,437.25,42,14.8682,1.4281
512,657.3227,413.20,39,16.8544,1.5908
513,65.1012,75.35,6,10.8502,0.8640
514,557.4479,385.47,34,16.3955,1.4462
515,707.2840,451.25,41,17.2508,1.5674
516,602.5974,430.33,38,15.8578,1.4003
517,689.9459,462.73,44,15.6806,1.4910
518,584.8411,413.25,36,16.2456,1.4152
519,749.2498,501.72,48,15.6094,1.4933
520,662.1819,402.03,40,16.5545,1.6471
521,615.7388,408.83,40,15.3935,1.5061
522,506.8736,415.33,36,14.0798,1.2204
523,736.5565,538.68,49,15.0318,1.3673
524,618.4819,515.76,43,14.3833,1.1992
525,702.3250,450.08,41,17.1299,1.5605
526,686.8401,506.87,49,14.0171,1.3551
527,669.4923,480.88,46,14.5542,1.3922
528,534.8976,397.86,36,14.8583,1.3444
529,626.6416,468.59,41,15.2839,1.3373
530,991.9707,530.58,50,19.8394,1.8696
531,840.5434,474.91,47,17.8839,1.7699
532,643.0228,436.35,44,14.6142,1.4736
533,836.0223,529.83,52,16.0774,1.5779
534,716.1810,517.01,46,15.5692,1.3852
535,850.6218,506.80,51,16.6789,1.6784
536,694.3851,542.49,48,14.4664,1.2800
537,85.8330,39.74,6,14.3055,2.1600
538,860.5393,477.78,50,17.2108,1.8011
539,686.1661,458.37,47,14.5993,1.4970
540,877.0666,534.16,58,15.1218,1.6419
541,844.0431,557.77,54,15.6304,1.5132
542,808.8086,498.83,50,16.1762,1.6214
543,668.7972,483.81,44,15.1999,1.3824
544,673.8495,507.59,47,14.3372,1.3275
545,703.9531,450.08,42,16.7608,1.5641
546,784.0502,470.78,48,16.3344,1.6654
547,650.2097,445.28,41,15.8588,1.4602
548,718.6408,476.15,49,14.6661,1.5093
549,634.1432,435.68,41,15.4669,1.4555
550,749.8868,490.93,46,16.3019,1.5275
551,902.3988,443.32,46,19.6174,2.0356
552,677.4876,447.35,42,16.1307,1.5144
553,840.8643,480.55,47,17.8907,1.7498
554,679.0672,468.97,43,15.7923,1.4480
555,724.9375,527.88,48,15.1029,1.3733
556,749.9628,543.53,52,14.4224,1.3798
557,736.7369,451.83,43,17.1334,1.6306
558,812.8052,500.89,47,17.2937,1.6227
559,117.9345,81.78,9,13.1038,1.4421
560,577.1767,352.68,35,16.4908,1.6366
561,601.4480,410.38,37,16.2554,1.4656
562,629.6576,459.06,41,15.3575,1.3716
563,617.4104,451.66,41,15.0588,1.3670
564,688.0465,465.80,42,16.3821,1.4771
565,495.6715,454.63,36,13.7687,1.0903
566,648.2125,441.53,40,16.2053,1.4681
567,620.4774,467.36,43,14.4297,1.3276
568,526.2136,427.83,37,14.2220,1.2300
569,545.7735,388.01,36,15.1604,1.4066
570,656.4285,504.44,44,14.9188,1.3013
571,686.8804,468.54,41,16.7532,1.4660
572,533.1149,457.04,37,14.4085,1.1664
573,606.6387,461.23,39,15.5548,1.3152
574,519.1616,439.67,35,14.8332,1.1808
575,696.3284,436.12,40,17.4082,1.5966
576,550.9767,478.08,38,14.4994,1.1525
577,483.5763,457.12,35,13.8165,1.0579
578,643.7227,437.73,40,16.0931,1.4706
579,522.1419,389.93,37,14.1119,1.3391
580,761.9680,520.97,48,15.8743,1.4626
581,525.6605,389.26,35,15.0189,1.3504
582,674.9595,408.60,41,16.4624,1.6519
583,669.5817,408.31,40,16.7395,1.6399
584,621.8286,470.72,43,14.4611,1.3210
585,268.5457,215.73,19,14.1340,1.2448
586,300.7243,255.51,20,15.0362,1.1769
587,568.6412,463.27,36,15.7956,1.2275
588,510.0019,467.96,35,14.5715,1.0898
589,394.4932,483.13,50,7.8899,0.8165
590,696.1781,492.66,41,16.9800,1.4131
591,688.5563,588.30,42,16.3942,1.1704
592,637.8726,939.04,42,15.1874,0.6793
593,668.6266,1002.44,40,16.7157,0.6670
594,620.8271,787.56,40,15.5207,0.7883
595,627.6099,726.65,39,16.0926,0.8637
596,695.4330,534.27,45,15.4541,1.3016
597,561.4845,442.88,36,15.5968,1.2678
598,469.4306,470.23,37,12.6873,0.9983
599,407.7818,414.39,29,14.0614,0.9841
600,481.8987,430.42,32,15.0593,1.1196
601,538.2161,751.36,37,14.5464,0.7163
602,549.9143,1000.38,39,14.1004,0.5497
