File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
ghent_trace_3.txt.csv,SEGUE-RBA,4.34,2.57,48.88,97.19034925635317,1.85,4837.786715018156,8.11,1.26,0.05,95.25
lumos5g_trace_3.txt.csv,SEGUE-RBA,4.34,2.57,49.49,97.19034925635317,1.85,4837.786715018156,8.11,0.60,0.05,95.25
oboe_trace_0.txt.csv,SEGUE-RBA,4.34,0.77,41.01,85.2335610684564,4.27,1407.343772232232,8.11,8.19,0.59,28.53
lumos5g_trace_2.txt.csv,SEGUE-RBA,4.34,2.57,49.41,97.19034925635317,1.85,4837.786715018156,8.11,0.66,0.05,95.25
lab_trace_1.txt.csv,SEGUE-RBA,4.34,2.57,49.01,97.19034925635317,1.85,4837.786715018156,8.11,0.95,0.05,95.25
oboe_trace_1.txt.csv,SEGUE-RBA,4.34,0.46,32.21,80.1902344279545,2.51,858.814678052994,8.11,15.18,0.08,17.09
hsr_trace_2.txt.csv,SEGUE-RBA,4.34,2.52,42.49,96.99624829765389,1.99,4729.520511739616,8.11,3.69,0.11,93.09
oboe_trace_2.txt.csv,SEGUE-MPC,4.59,1.65,14.78,94.17144310951343,3.32,2915.7418056084157,8.57,4.93,0.63,57.72
fcc18_trace_2.txt.csv,SEGUE-MPC,4.59,0.53,14.22,80.73162006439566,2.59,938.5286622549268,8.57,10.87,0.26,18.39
fcc18_trace_1.txt.csv,SEGUE-MPC,4.59,2.24,18.93,96.3191046834835,2.30,4014.3673576713945,8.57,7.35,0.46,78.48
ghent_trace_0.txt.csv,SEGUE-MPC,4.59,2.72,49.81,97.1990604944786,1.88,4788.2930295000815,8.57,0.83,0.29,95.24
lumos5g_trace_4.txt.csv,SEGUE-MPC,4.59,2.72,50.13,97.1990604944786,1.88,4788.2930295000815,8.57,0.31,0.29,95.24
ghent_trace_1.txt.csv,SEGUE-MPC,4.59,2.72,49.28,97.1990604944786,1.88,4788.2930295000815,8.57,1.22,0.29,95.24
oboe_trace_3.txt.csv,SEGUE-MPC,4.59,2.31,13.21,96.43970987187495,2.37,4040.6836676998114,11.43,8.71,0.43,80.74
lab_trace_2.txt.csv,SEGUE-MPC,4.59,2.72,48.11,97.1990604944786,1.88,4788.2930295000815,8.57,2.73,0.29,95.24
lumos5g_trace_1.txt.csv,SEGUE-MPC,4.59,2.72,49.97,97.1990604944786,1.88,4788.2930295000815,8.57,0.58,0.29,95.24
ghent_trace_2.txt.csv,SEGUE-MPC,4.59,2.72,49.67,97.1990604944786,1.88,4788.2930295000815,8.57,1.12,0.29,95.24
lab_trace_3.txt.csv,SEGUE-MPC,4.59,2.72,48.95,97.1990604944786,1.88,4788.2930295000815,8.57,2.03,0.29,95.24
hsr_trace_3.txt.csv,SEGUE-MPC,4.59,1.88,37.38,90.81960609777231,3.16,3389.73460892693,8.57,15.25,0.43,65.75
hsr_trace_1.txt.csv,SEGUE-MPC,4.59,2.47,35.33,96.60104595450717,2.43,4295.196407136519,8.57,4.39,0.31,86.51
fcc18_trace_3.txt.csv,SEGUE-MPC,4.59,1.44,13.35,91.53171338949026,4.54,2523.0094200198396,8.57,5.04,0.60,50.39
ghent_trace_3.txt.csv,SEGUE-MPC,4.59,2.72,49.49,97.1990604944786,1.88,4788.2930295000815,8.57,1.26,0.29,95.24
lumos5g_trace_3.txt.csv,SEGUE-MPC,4.59,2.72,50.00,97.1990604944786,1.88,4788.2930295000815,8.57,0.60,0.29,95.24
oboe_trace_0.txt.csv,SEGUE-MPC,4.59,1.24,15.83,90.54743216250412,2.93,2154.353453344778,8.57,8.31,0.63,43.42
lumos5g_trace_2.txt.csv,SEGUE-MPC,4.59,2.72,50.00,97.1990604944786,1.88,4788.2930295000815,8.57,0.66,0.29,95.24
lab_trace_1.txt.csv,SEGUE-MPC,4.59,2.72,49.61,97.1990604944786,1.88,4788.2930295000815,8.57,0.95,0.29,95.24
oboe_trace_1.txt.csv,SEGUE-MPC,4.59,0.62,20.84,81.89677984397218,3.09,1057.4720710501124,8.57,10.00,0.49,21.67
hsr_trace_2.txt.csv,SEGUE-MPC,4.59,2.66,42.98,97.02375870270075,1.97,4650.4109730137025,8.57,3.69,0.40,93.09
oboe_trace_2.txt.csv,SEGUE-BOLA,4.46,1.45,19.56,85.82899194300211,15.98,2756.928501309354,8.33,3.83,0.72,52.29
fcc18_trace_2.txt.csv,SEGUE-BOLA,4.46,0.50,14.13,78.01078475421717,8.28,1015.5111186741823,11.11,11.01,0.17,18.04
fcc18_trace_1.txt.csv,SEGUE-BOLA,4.46,2.13,21.17,91.95058349068006,7.21,3845.1102519711294,8.33,1.98,0.53,76.73
ghent_trace_0.txt.csv,SEGUE-BOLA,4.46,2.47,49.79,94.90244674107463,2.58,4509.96339816919,8.33,0.38,0.42,89.08
lumos5g_trace_4.txt.csv,SEGUE-BOLA,4.46,2.47,50.03,94.90244674107463,2.58,4509.96339816919,8.33,0.26,0.42,89.08
ghent_trace_1.txt.csv,SEGUE-BOLA,4.46,2.47,49.58,94.90244674107463,2.58,4509.96339816919,8.33,0.47,0.42,89.08
oboe_trace_3.txt.csv,SEGUE-BOLA,4.46,1.98,20.18,89.37785591323107,12.21,3341.5518353304415,8.33,2.04,0.69,71.21
lab_trace_2.txt.csv,SEGUE-BOLA,4.46,2.47,48.76,94.90244674107463,2.58,4509.96339816919,8.33,0.76,0.42,89.08
lumos5g_trace_1.txt.csv,SEGUE-BOLA,4.46,2.47,49.89,94.90244674107463,2.58,4509.96339816919,8.33,0.32,0.42,89.08
ghent_trace_2.txt.csv,SEGUE-BOLA,4.46,2.47,49.63,94.90244674107463,2.58,4509.96339816919,8.33,0.45,0.42,89.08
lab_trace_3.txt.csv,SEGUE-BOLA,4.46,2.47,49.27,94.90244674107463,2.58,4509.96339816919,8.33,0.62,0.42,89.08
hsr_trace_3.txt.csv,SEGUE-BOLA,4.46,2.10,24.68,91.36074339411718,6.04,3767.9803174353583,8.33,15.25,0.50,75.63
hsr_trace_1.txt.csv,SEGUE-BOLA,4.46,2.47,31.24,94.90244674107463,2.58,4509.96339816919,8.33,0.80,0.42,89.08
fcc18_trace_3.txt.csv,SEGUE-BOLA,4.46,1.25,18.10,84.88009906948054,13.47,2303.4750691764525,8.33,3.25,0.64,45.09
ghent_trace_3.txt.csv,SEGUE-BOLA,4.46,2.47,49.60,94.90244674107463,2.58,4509.96339816919,8.33,0.48,0.42,89.08
lumos5g_trace_3.txt.csv,SEGUE-BOLA,4.46,2.47,49.90,94.90244674107463,2.58,4509.96339816919,8.33,0.33,0.42,89.08
oboe_trace_0.txt.csv,SEGUE-BOLA,4.46,1.16,17.26,83.03989707366625,14.61,2110.274118585057,8.33,4.41,0.58,41.77
lumos5g_trace_2.txt.csv,SEGUE-BOLA,4.46,2.47,49.87,94.90244674107463,2.58,4509.96339816919,8.33,0.34,0.42,89.08
lab_trace_1.txt.csv,SEGUE-BOLA,4.46,2.47,49.71,94.90244674107463,2.58,4509.96339816919,8.33,0.41,0.42,89.08
oboe_trace_1.txt.csv,SEGUE-BOLA,4.46,0.63,14.53,78.53314461134399,10.10,1209.6401342640397,11.11,21.70,0.28,22.56
hsr_trace_2.txt.csv,SEGUE-BOLA,4.46,2.47,45.31,94.90244674107463,2.58,4509.96339816919,8.33,1.42,0.42,89.08
oboe_trace_2.txt.csv,SEGUE-BBA,4.46,1.34,28.29,92.44843447485916,2.63,2508.8229696252843,8.33,3.83,0.44,48.37
fcc18_trace_2.txt.csv,SEGUE-BBA,4.46,0.47,15.33,77.69032154685176,6.08,839.2757622947533,8.33,10.87,0.14,16.82
fcc18_trace_1.txt.csv,SEGUE-BBA,4.46,1.89,30.12,93.13436534804369,2.50,3324.4234969709755,8.33,1.98,0.58,68.06
ghent_trace_0.txt.csv,SEGUE-BBA,4.46,2.38,49.87,94.27704199994841,2.18,4301.374900694366,8.33,0.38,0.47,85.76
lumos5g_trace_4.txt.csv,SEGUE-BBA,4.46,2.38,50.02,94.27704199994841,2.18,4301.374900694366,8.33,0.26,0.47,85.76
ghent_trace_1.txt.csv,SEGUE-BBA,4.46,2.38,49.70,94.27704199994841,2.18,4301.374900694366,8.33,0.47,0.47,85.76
oboe_trace_3.txt.csv,SEGUE-BBA,4.46,1.88,29.34,93.19703816178483,2.52,3363.6995485985817,8.33,2.04,0.56,67.69
lab_trace_2.txt.csv,SEGUE-BBA,4.46,2.38,49.10,94.27704199994841,2.18,4301.374900694366,8.33,0.76,0.47,85.76
lumos5g_trace_1.txt.csv,SEGUE-BBA,4.46,2.38,49.94,94.27704199994841,2.18,4301.374900694366,8.33,0.32,0.47,85.76
ghent_trace_2.txt.csv,SEGUE-BBA,4.46,2.38,49.75,94.27704199994841,2.18,4301.374900694366,8.33,0.45,0.47,85.76
lab_trace_3.txt.csv,SEGUE-BBA,4.46,2.38,49.48,94.27704199994841,2.18,4301.374900694366,8.33,0.62,0.47,85.76
hsr_trace_3.txt.csv,SEGUE-BBA,4.46,1.87,31.20,91.9603686901907,3.09,3415.6582721076356,8.33,15.25,0.50,67.32
hsr_trace_1.txt.csv,SEGUE-BBA,4.46,2.33,36.52,94.18129965056569,2.30,4250.588539479662,8.33,0.80,0.47,84.05
fcc18_trace_3.txt.csv,SEGUE-BBA,4.46,1.17,25.12,90.35831309258947,3.56,2100.456678371357,8.33,3.25,0.53,42.30
ghent_trace_3.txt.csv,SEGUE-BBA,4.46,2.38,49.72,94.27704199994841,2.18,4301.374900694366,8.33,0.48,0.47,85.76
lumos5g_trace_3.txt.csv,SEGUE-BBA,4.46,2.38,49.91,94.27704199994841,2.18,4301.374900694366,8.33,0.33,0.47,85.76
oboe_trace_0.txt.csv,SEGUE-BBA,4.46,1.10,25.03,89.07098607559782,2.98,1988.820906481978,8.33,4.41,0.44,39.59
lumos5g_trace_2.txt.csv,SEGUE-BBA,4.46,2.38,49.90,94.27704199994841,2.18,4301.374900694366,8.33,0.34,0.47,85.76
lab_trace_1.txt.csv,SEGUE-BBA,4.46,2.38,49.82,94.27704199994841,2.18,4301.374900694366,8.33,0.41,0.47,85.76
oboe_trace_1.txt.csv,SEGUE-BBA,4.46,0.57,18.06,80.5301927696114,4.29,1057.487068849841,8.33,10.00,0.39,20.56
hsr_trace_2.txt.csv,SEGUE-BBA,4.46,2.38,46.27,94.27704199994841,2.18,4301.374900694366,8.33,1.42,0.47,85.76
oboe_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,1.44,22.38,88.79991118009339,4.38,2774.690534226562,8.33,3.83,0.25,51.80
fcc18_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,0.42,27.43,76.55253651818009,6.34,749.8043833047101,8.33,10.87,0.06,14.95
fcc18_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,1.96,28.54,94.27582744287295,2.20,3562.5451022044604,8.33,2.51,0.11,70.58
ghent_trace_0.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.68,96.30253135754884,1.81,3915.663222420653,8.33,0.65,0.06,76.85
lumos5g_trace_4.txt.csv,SEGUE-PENSIEVE,4.46,2.65,50.00,97.17058644291336,2.02,4803.5057716133015,8.33,0.31,0.39,95.24
ghent_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.41,96.30253135754884,1.81,3915.663222420653,8.33,0.92,0.06,76.85
oboe_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,1.96,21.48,94.27582744287295,2.20,3562.5451022044604,8.33,2.58,0.11,70.58
lab_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,2.10,48.39,95.93039334673603,1.88,3853.146461895043,8.33,1.06,0.06,75.45
lumos5g_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,2.65,49.85,97.17058644291336,2.02,4803.5057716133015,8.33,0.58,0.39,95.24
ghent_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.58,96.30253135754884,1.81,3915.663222420653,8.33,0.86,0.06,76.85
lab_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.07,96.30253135754884,1.81,3915.663222420653,8.33,1.38,0.06,76.85
hsr_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,1.76,36.45,92.33794225077291,2.77,3293.6003806843582,8.33,15.25,0.17,63.38
hsr_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,2.10,35.11,95.93039334673603,1.88,3853.146461895043,8.33,1.13,0.06,75.45
fcc18_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,1.16,26.80,85.95706386173667,5.98,2053.7186351066844,8.33,3.25,0.22,41.89
ghent_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.49,96.30253135754884,1.81,3915.663222420653,8.33,0.95,0.06,76.85
lumos5g_trace_3.txt.csv,SEGUE-PENSIEVE,4.46,2.65,49.85,97.17058644291336,2.02,4803.5057716133015,8.33,0.60,0.39,95.24
oboe_trace_0.txt.csv,SEGUE-PENSIEVE,4.46,1.03,22.33,83.61689061649834,5.17,1917.492496138203,8.33,4.41,0.17,36.97
lumos5g_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,2.55,49.82,97.0505241053967,2.02,4641.104057767893,8.33,0.66,0.33,91.93
lab_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,2.13,49.57,96.30253135754884,1.81,3915.663222420653,8.33,0.74,0.06,76.85
oboe_trace_1.txt.csv,SEGUE-PENSIEVE,4.46,0.42,35.22,76.55253651818009,6.34,749.8043833047101,8.33,10.00,0.06,14.95
hsr_trace_2.txt.csv,SEGUE-PENSIEVE,4.46,2.02,45.51,95.06691763259738,2.16,3721.9622459377215,8.33,1.85,0.11,72.85
